"doc_id","text"
1,"عاجل | رئيس جبهة الخلاص الوطني في #تونس: ندعو لتشكيل حكومة إنقاذ وطني تجمع كلمة التونسيين"
195,"عاجل | المندوبة الأمريكية بمجلس الأمن: قلقون من احتمال زعزعة استقرار المنطقة جراء التصعيد في شمال #سوريا"
196,"عاجل | بوتين: العلاقات بين روسيا والصين مستمرة في التطور رغم عدم استقرار الوضع الدولي"
197,"عاجل | لينا أبو عاقلة: أدلة كثيرة قدمها شهود العيان والمنظمات الدولية تؤكد اغتيال الجيش الإسرائيلي شيرين أبو عاقلة"
198,"عاجل | رويترز عن قائد عسكري أمريكي رفيع: تشجيع دول مثل كوريا الشمالية على إيجاد مشكلات لنا هو استراتيجية صينية"
199,"عاجل | سلطة الطيران في نيبال: انتشال 40 جثة من حطام طائرة الركاب المنكوبة في مدينة بوكارا"
200,"عاجل | وزير الدفاع الأمريكي: أوروبا تواجه أسوأ أزمة أمنية منذ نهاية الحرب العالمية الثانية بسبب طموحات الكرملين"
201,"عاجل | شركة جت بلو للطيران: نعمل على استئناف العمليات العادية بشكل آمن ولكن التأخير قد يستمر لبعض العملاء"
202,"عاجل | وزير الدفاع التركي: واشنطن طلبت إعادة دراسة العملية العسكرية المحتملة شمالي #سوريا وطلبنا منها الوفاء بتعهداتها"
203,"عاجل | مراسل #الجزيرة: إطلاق كثيف للمضادات وسط العاصمة كييف"
204,"عاجل | بوليتيكو: الدبلوماسيون الأمريكيون ناقشوا مع الأوروبيين تزويد أوكرانيا بأنظمة باتريوت والتداعيات المحتملة لذلك"
205,"عاجل | نقابة الصحفيين التونسيين: نحذر هيئة الانتخابات من مواصلتها نهج تهديد الصحفيين ووسائل الإعلام"
206,"عاجل | مراسل #الجزيرة: إعلان حالة التأهب الجوي في عموم مقاطعات الجنوب الأوكرانية وتحذيرات من هجوم روسي واسع"
207,"عاجل | لافروف: المحرك الرئيسي للنزاع في أوكرانيا هي واشنطن التي تسعى لتحقيق أكبر قدر من المكاسب"
208,"عاجل | رويترز عن مدير ميناء سيفاستوبول في القرم المعين من قبل روسيا: الدفاعات الجوية أسقطت طائرة مسيرة"
209,"عاجل | وزير خارجية السويد: نحن في مسار ثابت للوفاء بجميع شروط #تركيا"
210,"عاجل | بوليتيكو عن مسؤول في البنتاغون: الولايات المتحدة لا تخطط لإرسال دبابات من طراز أبرامز إلى أوكرانيا"
211,"عاجل | الاتفاق السياسي الإطاري بالسودان: دمج قوات الدعم السريع في القوات المسلحة وفقا للجدول الزمني المحدد"
212,"عاجل | وزارة الدفاع الروسية: استهداف 3 مستودعات صواريخ وذخيرة للقوات الأوكرانية في منطقة زابوروجيا"
213,"عاجل | رويترز عن الكرملين: قصف دنيبرو جاء نتيجة لصواريخ الدفاع الجوي التي أطلقتها أوكرانيا"
214,"عاجل | الجيش الأوكراني: صفقة تبادل جديدة مع الجانب الروسي تم بموجبها الإفراج عن 50 جنديا أوكرانيا"
215,"عاجل/ عضو جبهة الخلاص الوطني في تونس رضا بلحاج: أعلمني رئيس فرع المحامين بإحالتي وأحمد نجيب الشابي على التحقيق"
216,"عاجل | المندوب الروسي إلى فيينا: الحديث عن خطة بديلة بشأن الملف النووي الإيراني قد يؤدي إلى تطورات سلبية للغاية"
217,"عاجل | مراسلة #الجزيرة: وزير الأمن القومي الإسرائيلي إيتمار بن غفير يقتحم باحات المسجد الأقصى"
218,"عاجل | الأمين العام للنيتو: إذا لم تنتصر أوكرانيا في الحرب كدولة ذات سيادة فإن عضويتها بالنيتو لن يكون لها معنى"
219,"عاجل | الرئاسة الأوكرانية: قرار كندا بشراء بطارية NASAMS لبلادنا سيساهم في تعزيز الأمن الأوروبي"
220,"عاجل | سانا على تويتر: دفاعاتنا الجوية تتصدى لصواريخ العدوان الإسرائيلي في محيط #دمشق"
221,"عاجل | البيت الأبيض: الرئيس بايدن يعلن ولاية ألاباما منطقة كوارث كبرى بعد موجة فيضانات"
222,"عاجل | الخارجية الأمريكية: نشعر بخيبة أمل من المبادرة الفلسطينية لطلب رأي استشاري من محكمة العدل الدولية ضد إسرائيل"
223,"عاجل | وزير الخارجية الباكستاني للجزيرة: اللقاء بين الرئيس الصيني ونظيره الأمريكي أعطى أملا للناس"
224,"عاجل | مصدر بالمجلس الأعلى للدولة في #ليبيا للجزيرة: المجلس قرر العمل على إنجاز قاعدة دستورية تؤدي لانتخابات عامة"
225,"عاجل | أ.ب عن مسؤولين ألمان: توقعات بالقبض على المزيد من المتورطين في مخطط إسقاط الحكومة"
226,"عاجل | السلطات الأوكرانية في أوديسا: قواتنا تسقط صاروخين روسيين استهدفا المقاطعة من شبه جزيرة القرم"
227,"عاجل | الأمين العام المساعد للاتحاد التونسي للشغل: نحذر من انتفاضة شعب أفقرته السياسات اللاوطنية للحكومات المتعاقبة"
228,"عاجل | سلطات زابوروجيا الموالية لروسيا: قصف أوكراني يستهدف  المنطقة الصناعية التابعة للمحطة النووية"
229,"عاجل | الشرطة الألمانية: نحن على تواصل مع محتجز الرهائن في مدينة دريسدن"
230,"عاجل | بلومبيرغ عن المبعوث الأمريكي الخاص بإيران: إدارة بايدن ستركز الآن على الاحتجاجات بإيران ومدها روسيا بالسلاح"
231,"عاجل | السفارة الأمريكية في #ليبيا: نؤيد بشدة دعوات الأمم المتحدة  إلى توافق وطني بشأن وضع جدول زمني واضح للانتخابات"
232,"عاجل | الخارجية الإيرانية: كرة الاتفاق النووي في ملعب الغرب وتبادل الرسائل مع الطرف الآخر متواصل"
233,"عاجل | الكرملين: لا توجد اتصالات بين روسيا والولايات المتحدة بشأن إمكانية عقد لقاء بين بوتين وبايدن"
234,"عاجل | نائبة وزير الدفاع الأوكراني: الجيش الروسي يواصل القتال رغم الخسائر الضخمة التي مني بها في سوليدار"
235,"عاجل | أ.ب عن رئيس هيئة الأركان الأمريكية المشتركة: التدريب القتالي الجديد والموسع للقوات الأوكرانية بدأ في ألمانيا"
236,"عاجل | مستشار الرئيس الأوكراني: مد أوكرانيا بالسلاح سيعجل بقدوم السلام ومستعدون لطرد روسيا من كل مكان"
237,"عاجل | رويترز: الجيش الصيني يقول إن ممارسات الجيش الأميركي تنتهك سيادة الصين وأمنها بشكل خطير"
238,"عاجل | أنصار الرئيس البرازيلي السابق جايير بولسونارو يقتحمون البرلمان والقصر الرئاسي وساحة المحكمة الفيدرالية العليا"
239,"عاجل | لابيد: نتنياهو يفكك أسس الديمقراطية عبر سعيه لتحديد المدعي العام والقضاة في محاكمته بقضايا فساد"
240,"عاجل | الناطق باسم الرئاسة التركية: العملية العسكرية قد تبدأ في أي وقت وذلك يعتمد على تقييم المراجع المعنية في #تركيا"
241,"عاجل | بوريل: أبلغت وزير الخارجية الإيراني بموقف الاتحاد الأوروبي المطالب بوقف الدعم العسكري الإيراني لروسيا"
242,"عاجل | الأمين العام للاتحاد التونسي للشغل: كان على رئيس البلاد التقاط رسالة الشعب من خلال نسب العزوف"
243,"عاجل | المستشار الألماني: ألمانيا وفرنسا وقعتا إعلانا مشتركا لتقوية التضامن في مجال الطاقة"
244,"عاجل | مراسلة #الجزيرة: وزير الأمن القومي الإسرائيلي ومجموعة من المستوطنين يقتحمون باحات المسجد الأقصى"
245,"عاجل | وزير الدفاع الروسي: روسيا تصنف هجمات القوات الأوكرانية على محطة زابوروجيا النووية إرهابا نوويا"
246,"عاجل | الاستخبارات العسكرية الألمانية: من بين المشتبه فيهم جندي نشط في القوات الخاصة للجيش وعدد  من جنود الاحتياط"
247,"عاجل | إدارة الطيران الفدرالية الأمريكية: إحراز تقدم في استعادة نظام الإشعارات بعد انقطاع الخدمة"
248,"عاجل | البنتاغون: الوزير أوستن أكد أن الدفاع الجوي يمثل أولوية في إطار المساعدات العسكرية الأمريكية لأوكرانيا"
249,"عاجل | مساعد وزير الخارجية الأمريكي لشؤون الأمن الدولي: الصين تحاول إعادة تشكيل النظام الدولي لمصلحتها"
250,"عاجل | متحدث باسم القوات الجوية الأوكرانية: يخطئ الروس إذا اعتقدوا أن الحرب لن تمسهم في العمق"
251,"عاجل | رئيس مجلس السيادة في #السودان: نؤكد التزامنا المعلن بخروج المؤسسة العسكرية نهائياً من العملية السياسية"
252,"عاجل | الخارجية الأمريكية: بلينكن أكد لنظيره الإسرائيلي التزام واشنطن بحل الدولتين ومعارضتها للسياسات التي تقوضه"
253,"عاجل | وزير الخارجية السعودي: إذا حصلت #إيران على سلاح نووي فدول الخليج ستسعى إلى ضمان أمنها"
254,"عاجل | الداخلية الإسبانية: ليس هناك أسباب كافية حتى الآن لرفع مستوى التهديد الإرهابي"
255,"عاجل | الخارجية الأوكرانية: انفجار عبوة ناسفة مخبأة في مظروف داخل سفارة أوكرانيا في مدريد أسفر عن جرح موظف"
256,"عاجل | رئيس جبهة الخلاص في #تونس: اعتقال العريض سببه الخيبة التي أصابت رئيس الجمهورية بعد نتائج الانتخابات البرلمانية"
257,"عاجل | وزير العدل اللبناني: المساعدة القضائية إذا تمت وفق القواعد والأصول لا تشكل تعديا على السيادة اللبنانية"
258,"عاجل | بلينكن: الدبلوماسية هي الطريق الوحيد لإنهاء الحرب في أوكرانيا وما لم يوقف بوتين عدوانه سنستمر بدعم كييف"
259,"عاجل | لافروف: واشنطن أوضحت لنا أنها لا تعتزم إرسال خبراء أمريكيين لأوكرانيا لإدارة منظومة باتريوت"
260,"عاجل | بيان قمة الدول السبع: سنواصل تنسيق جهودنا لتلبية احتياجات أوكرانيا الملحة من حيث المعدات العسكرية والدفاعية"
261,"عاجل | السفيرة البريطانية في كييف: الهجوم الروسي على أوكرانيا اليوم يؤكد أن موسكو تريد إخضاع كييف وليس السلام"
262,"عاجل | أوستن: قلقون للغاية من استفزازات كوريا الشمالية تجاه اليابان وجيرانها وندين حرب روسيا غير المبررة على أوكرانيا"
263,"عاجل | وزراء خارجية 12دولة والاتحاد الأوروبي: ندعو طالبان للتراجع فورا عن قرار منع النساء من العمل بالمنظمات الإغاثية"
264,"عاجل | رويترز عن مصدر مطلع: قرار أوبك+ عقد اجتماع افتراضي في 4 ديسمبر يشير لعدم وجود احتمال يذكر بتغيير السياسة"
265,"عاجل | وزير الدفاع الأمريكي: تصرفات الصين الخطيرة في منطقة المحيطين الهندي والهادىء تهدد الأمن والاستقرار في المنطقة"
266,"عاجل | الرئيس الإيراني: التهديدات لن تؤثر في عزمنا على التقدم والعقوبات والضغوط لا أثر لها"
267,"عاجل | نائب وزير الخارجية الروسي: على الغرب الاستعداد للرد الروسي على فرضه حدا أعلى لسعر النفط"
268,"عاجل | وسائل إعلام روسية: بوتين يزور جسر القرم لأول مرة منذ استهدافه بتفجير في أكتوبر الماضي"
269,"عاجل | الكرملين: منظومات باتريوت وأي أسلحة أخرى مقدمة لأوكرانيا ستكون هدفا مشروعا للقوات الروسية"
270,"عاجل | كيربي للجزيرة: المفاوضات النووية مع #إيران ليست على الأجندة ونركز على كيفية تعامل النظام الإيراني مع شعبه"
271,"عاجل | لافروف: سنشهد قريبا تراجعا كبيرا في قدرة الغرب على قيادة العالم"
272,"عاجل | جبهة الخلاص الوطني في #تونس: مسؤولية إسقاط الانقلاب مسؤولية مجتمعية ولكنها بحاجة لقيادة واضحة"
273,"عاجل | أوستين: ندعم بشدة سياسات الأمن اليابانية المحدثة بما فيها زيادة الإنفاق الدفاعي وقدرات توجيه ضربات مضادة"
274,"عاجل | وزير الدفاع الروسي: علاقتنا مع الحلفاء في بيلاروسيا تكتسب أهمية خاصة في مواجهة ضغوط الغرب غير المسبوقة"
275,"عاجل | وزراء مالية الدول السبع: مستعدون لتقديم المزيد من أجل دعم اقتصاد أوكرانيا ونشجع المانحين على تعزيز مساعداتهم"
276,"عاجل | وزارة الدفاع الروسية: عودة 50 عسكريا روسيا إلى موسكو كانوا أسرى لدى القوات الأوكرانية"
277,"عاجل | القرار يطلب رأي محكمة العدل الدولية في تأثير سياسات إسرائيل وممارساتها على الوضع القانوني للاحتلال"
278,"عاجل | الخارجية البريطانية: وقف جميع وردات الغاز الطبيعي المسال من روسيا اعتبارا من اليوم"
279,"عاجل | بوريل: إنفاق أورويا الدفاعي ارتفع إلى ٢١٤ مليار يورو العام الماضي لكننا ما زلنا بعيدين عن معيار النيتو"
280,"عاجل | رئاسة الاتحاد الأوروبي: القصف الروسي لمدينة دنيبرو جريمة حرب"
281,"عاجل | وزير العدل الألماني: المدعي العام يحقق في ضلوع شبكة إرهابية بالتخطيط لهجوم مسلح على مؤسسات دستورية"
282,"عاجل | وزير الخارجية الإيراني: بابنا مفتوح لإبرام اتفاق نووي لكنه لن يبقى كذلك إلى الأبد"
283,"عاجل | الفصائل الفلسطينية: ندعو السلطة الفلسطينية لوقف التنسيق الأمني مع الاحتلال"
284,"عاجل | الكنيست الإسرائيلي يصدق على منح الثقة للحكومة الجديدة برئاسة نتنياهو بأغلبية 63 صوتا"
285,"عاجل | الكرملين: محاولات مصادرة الأصول الروسية ستحمل عواقب على جميع البلدان التي ستحاول دعمها"
286,"عاجل | وكالة يونهاب الكورية الجنوبية: كوريا الشمالية تطلق صاروخا باليستيا باتجاه البحر الشرقي"
287,"عاجل | وزير الدفاع الروسي: النيتو والولايات المتحدة يقومان بزيادة الدعم العسكري لأوكرانيا"
288,"عاجل | شويغو: الغرب يسعى لاستمرار الأعمال القتالية في أوكرانيا بهدف إضعاف روسيا"
289,"عاجل | عميد المحامين التونسيين: قطاع المحاماة لن يبقى مكتوف الأيدي وسنناضل من أجل الحرية والديمقراطية"
290,"عاجل | مراسل #الجزيرة: مظاهرات مؤيدة للرئيس البرازيلي لولا دا سيلفا ورافضة لاقتحام مباني السلطة في العاصمة برازيليا"
291,"عاجل | البيت الأبيض: الرئيس بايدن أكد لنظيره البرازيلي دعمه الثابت له ودعاه إلى زيارة البيت الأبيض"
292,"عاجل | وزير الداخلية الأردني: جريمة قتل نائب مدير أمن معان لن تمر دون عقاب"
293,"عاجل | المستشار الألماني: الضغط الدولي أرغم روسيا على التراجع عن استخدام السلاح النووي"
294,"عاجل | غرينفيلد للجزيرة: الرئيس بايدن كان واضحا بأننا لن نقبل بإنتاج #إيران سلاحا نوويا"
295,"عاجل | وزارة الدفاع الروسية: القوات الأوكرانية قصفت مواقع الجيش الروسي في محور كراسني ليمان 11 مرة"
296,"عاجل | وزير الدفاع الأوكراني: لا نستبعد أن يكون سقوط صاروخ في بيلاروسيا استفزازا روسيا متعمدا"
297,"عاجل | منظمو مظاهرات باريس يطلبون من المتظاهرين في ساحة الجمهورية المغادرة ويعتبرون أن المواجهات الجارية لا تمثلهم"
298,"عاجل | رئيسة مجلس الاتحاد الروسي: لا نرى توفر أي شروط للدخول في مفاوضات قريبة مع أوكرانيا"
299,"عاجل | محامو الرئيس الأمريكي: تم العثور على وثائق سرية إضافية في بيت الرئيس بايدن في مدينة ويلمنغتون"
300,"عاجل | أردوغان: لن نحصل على إذن من أحد لمحاربة التنظيمات الإرهابية"
301,"عاجل | رويترز: إدخال الرئيس البرازيلي السابق بولسونارو إلى المستشفى في الولايات المتحدة بعد معاناته من آلام في البطن"
302,"عاجل | التلفزيون الايراني: جهاز الاستخبارات أوقف شبكة تجسس كانت تخطط لعمليات تخريبية ضد أنظمة الصناعات الدفاعية"
303,"عاجل | وزارة الصحة الفلسطينية: استشهاد فلسطيني برصاص الاحتلال الإسرائيلي خلال اقتحام قرية بيت أمر شمالي الخليل"
304,"عاجل | الرئيس البولندي: روسيا تؤدي دورا مدمرا في مولدوفا والبلقان"
305,"عاجل | مجلس النواب الأمريكي يعلق أعماله إلى منتصف الخميس لانتخاب رئيس جديد له بعد إخفاقه في ست جولات سابقة"
306,"عاجل | وزير الدفاع الروسي: القوات الأوكرانية تعرضت لخسائر كبيرة"
307,"عاجل | مصادر تركية للجزيرة: اجتماع موسكو بحث فتح الطرق الدولية والسماح للبضائع التركية بالمرور عبر الأراضي السورية"
308,"عاجل | الرئيس الصيني: ندعم الجانب العربي في إيجاد حلول للقضايا الشائكة في المنطقة"
309,"عاجل | د ب أ: الادعاء العام الألماني أصدر أوامر باعتقال 25 فردا يشتبه في انتمائهم إلى مجموعة ""مواطني الرايخ"""
310,"عاجل | الخارجية الإيرانية: لا نعير اهتماما لتهديدات الحكومة الإسرائيلية الجديدة وسنرد بشكل صارم وجاد على أي اعتداء"
311,"عاجل | مكتب رئيس وزراء بريطانيا: سنبدأ في تدريب القوات الأوكرانية على استخدام الدبابات والمدافع في الأيام المقبلة"
312,"عاجل | رويترز: تويتر يحذف من خاصية البحث روابط تشمل مواضيع من بينها حرية التعبير ومنع الانتحار وانتشار كوفيد والإيدز"
313,"عاجل | رويترز: الرئيس الصربي يقول إن الصرب في شمال كوسوفو سيشرعون في إزالة الحواجز من الطرق صباح اليوم"
314,"عاجل | سفير روسيا لدى واشنطن: تدريب الولايات المتحدة قوات أوكرانية على منظومة باتريوت يؤكد مشاركتها فعليا في النزاع"
315,"عاجل | وزير الخارجية الباكستاني للجزيرة: ورثنا من الحكومة السابقة بلدا منقسما واقتصادا منهارا"
316,"عاجل | وسائل إعلام فرنسية: المشتبه به سبق أن هاجم مركزا للاجئين والادعاء يبحث أي خلفيات عنصرية محتملة لإطلاق النار"
317,"عاجل | وزارة الدفاع الأوكرانية: الهجوم الروسي على وسط العاصمة كييف اليوم لم يستهدف أي مواقع عسكرية"
318,"عاجل | البيان الختامي للقمة الخليجية: نتطلع لأن تسهم القمتان في تعزيز التعاون والشراكة الاستراتيجية مع الصين"
319,"عاجل | الدفاع الروسية: تدمير مستودعين أوكرانيين للصواريخ وقذائف المدفعية في دونيتسك وزابوروجيا"
320,"عاجل | الرئيس الأمريكي: نقف ضد حرب روسيا الوحشية على أوكرانيا"
321,"عاجل | وزارة الدفاع الروسية: نفذنا ضربة انتقامية ردا على هجوم ماكييفكا أدت لمقتل 600 عسكري أوكراني في كراماتورسك"
322,"عاجل | البيت الأبيض: بايدن وجه وزارة النقل بإجراء تحقيق كامل في الأسباب وستوفر إدارة الطيران الفدرالية تحديثات منتظمة"
323,"عاجل | الخارجية الصينية: نحث واشنطن وطوكيو على التخلي عن عقلية الحرب الباردة والتوقف عن خلق أعداء وهميين"
324,"عاجل | وزارة الدفاع الروسية: قواتنا سيطرت على مدينة سوليدار"
325,"عاجل | إدارة الطيران الفدرالية الأمريكية: استئناف رحلات المغادرة من مطاري نيوارك وأتلانتا"
326,"عاجل | جون كيربي للجزيرة: بايدن سيبحث مع زيلنسكي الوضع في ساحات المعارك وما يمكن لواشنطن القيام به لمساعدة أوكرانيا"
327,"عاجل | سلطات دونيتسك الموالية لروسيا: تضرر مكتب اللجنة الدولية للصليب الأحمر في دونيتسك جراء قصف أوكراني"
328,"عاجل | مراسل #الجزيرة: قوات الاحتلال الإسرائيلي تقتحم البلدة القديمة بنابلس وسماع دوي انفجارات وإطلاق نار"
329,"عاجل | وكالة الأنباء الفلسطينية: شهيدان إثر اقتحام قوات الاحتلال الإسرائيلي مخيم جنين"
330,"عاجل | وزير الخارجية الإيراني: واشنطن تهدف إلى الضغط على #طهران من أجل تقديم تنازلات"
331,"عاجل | جوزيف بوريل: روسيا تدمر البنية التحتية المدنية في أوكرانيا وهي جريمة حرب وسنساعد في محاسبة مجرمي الحرب"
332,"عاجل | الناطق باسم قيادة الجيش الأوكراني للجزيرة: باخموت تتعرض لقصف مكثف بالصواريخ بعد إخراج القوات الروسية منها"
333,"عاجل | الأمين العام للنيتو: بوتين يفشل في أوكرانيا ويحاول استخدام فصل الشتاء سلاحا في حربه"
334,"عاجل | الخارجية الإيرانية: الرياض وطهران متفقتان على مواصلة المحادثات ويمكن عقد جولة جديدة في #بغداد"
335,"عاجل | وزيرة الخارجية الألمانية: نريد المشاركة في حوار وثيق مع لندن لتزويد الأوكرانيين بالأسلحة والإغاثة"
336,"عاجل | وزارة الصحة الفلسطينية: 3 إصابات برصاص الاحتلال الإسرائيلي خلال اقتحام البلدة القديمة في نابلس"
337,"عاجل | عضو جبهة الخلاص الوطني في #تونس عبد اللطيف المكي:  جيشنا وأمننا وقضاؤنا وشعبنا لن يرضخوا للاستبداد"
338,"عاجل | بلينكن: نعمل مع حلفائنا على تجديد البنى التحتية الأوكرانية وسنقف مع كييف مهما تطلب الأمر"
339,"عاجل | سوليفان: أسلوبنا الأساسي في التعامل مع التحدي الصيني هو المنافسة والاستثمار في مصادر قوتنا الوطنية"
340,"عاجل | رئيس الاتحاد الدولي لكرة القدم: 5 مليارات مشاهد حول العالم تابعوا مباريات كأس العالم في #قطر حتى الآن"
341,"عاجل | وزير الخارجية التركي: من الممكن بدء مباحثات سياسية استشارية مع #مصر على مستوى نائبي وزيري الخارجية"
342,"عاجل | وسائل إعلام أمريكية: فوز الديمقراطي رفائيل وارنوك في جولة الإعادة لانتخابات مجلس الشيوخ عن جورجيا"
343,"عاجل | البيان الختامي للقمة العربية الصينية: التأكيد على أن تايوان جزء لا يتجزأ من الأراضي الصينية ورفض استقلالها"
344,"عاجل | بوتين: سنزيد من القدرة الدفاعية للبلاد وسنواصل تنفيذ البرامج الاجتماعية واسعة النطاق"
345,"عاجل | مصادر رسمية تركية للجزيرة: أنقرة اشترطت انسحاب ""قوات #سوريا الديمقراطية"" من منبج وعين العرب وتل رفعت"
346,"عاجل | ممثل مفوضية الاتحاد الإفريقي بالسودان: على المجتمع الدولي دعم الحكومة الجديدة لمواجهة التحديات"
347,"عاجل | الخارجية الأمريكية: تركيا حليف مهم ونعمل لضمان أن تحصل على ما يلزمها من تكنولوجيا للدفاع عن نفسها"
348,"عاجل | السلطات الأوكرانية في خيرسون: مقتل 3 مدنيين وإصابة 14  في قصف روسي على المقاطعة"
349,"عاجل | أردوغان: لسنا مضطرين لتحمل رياء القوى الداعمة للتنظيمات الإرهابية من خلال تغيير أسماء التنظيمات لتبرير دعمها"
350,"عاجل | وكالة يونهاب للأنباء: كوريا الجنوبية ترد بالمثل على كوريا الشمالية وترسل مسيرات إلى بيونغ يانغ"
351,"عاجل | شركة غاز بروم: روسيا وتركيا بدأتا بالفعل تنفيذ مشروع إنشاء مركز لتوزيع الغاز في #تركيا"
352,"عاجل | البنتاغون: استأنفنا الدوريات المشتركة مع قوات #سوريا الديمقراطية في شمال #سوريا منذ يوم الجمعة الماضي"
353,"عاجل | رئيس وزراء بريطانيا: اتفاق الشراكة بين لندن وواشنطن في مجال الطاقة يهدف لتقليل الاعتماد على الإمدادات الروسية"
354,"عاجل | الاتفاق السياسي الإطاري في #السودان: إطلاق عملية شاملة تحقق العدالة الانتقالية"
355,"عاجل | أ ف ب عن السفارة الروسية في برلين: لا علاقة لنا مع أي مجموعات إرهابية وغير قانونية في ألمانيا"
356,"عاجل | مندوب روسيا في مجلس الأمن الدولي: مستعدون للتفاوض لإزالة الأسباب الجذرية لعمليتنا العسكرية الخاصة في أوكرانيا"
357,"عاجل | الكرملين: بوتين أكد لأردوغان ضرورة إزالة العوائق أمام تصدير منتجات روسيا الزراعية والأسمدة ضمن اتفاق الحبوب"
358,"عاجل | بلينكن: ممتن لفريق الخارجية ولزملائنا في جميع أجهزة الحكومة الذين عملوا بلا كلل لتأمين إطلاق سراح بريتني"
359,"عاجل | مراسل #الجزيرة: إعلان حالة التأهب الجوي في العاصمة كييف وعموم أوكرانيا"
360,"عاجل | الرئيس البيلاروسي: نلحظ استعداد الدول المجاورة لعدوان محتمل على بيلاروسيا"
361,"عاجل | رويترز: الاتفاقية الدفاعية المزمع توقيعها بين بريطانيا واليابان تسمح للبلدين بنشر قوات على أراضي كل منهما"
362,"عاجل | نائب المندوبة الأمريكية بمجلس الأمن: نتوقع أن تتابع حكومة إسرائيل التزامها بالحفاظ على الوضع الراهن في القدس"
363,"عاجل | رويترز عن عضو بمجلس إدارة منطقة زابوروجيا الموالي لروسيا: سيرغي كيرينكو كبير مساعدي بوتين يزور المحطة النووية"
364,"عاجل | عضو لجنة التحقيق باقتحام الكونغرس آدم شيف: نعتقد أن هناك أدلة كافية في تقرير اللجنة لتوجيه الاتهام إلى ترمب"
365,"عاجل | الرئيس التركي: لدينا حق مشروع ولا أحد بإمكانه أن يقف أمام ممارستنا حقنا"
366,"عاجل | بوتين: أطلب من وزارة الدفاع تحليل تجربة وتكتيك النيتو وإدخالها في برنامج إعداد القوات وتسليح الجيش"
367,"عاجل | وزير الداخلية الأردني: جريمة مقتل نائب مدير أمن معان لن تمر دون عقاب"
368,"عاجل | نتنياهو: سنعمل على منع إيصال الأسلحة من #إيران إلى #سوريا"
369,"عاجل | الكرملين: الولايات المتحدة تواصل القتال الفعلي وغير المباشر مع روسيا حتى آخر أوكراني"
370,"عاجل | وزير الدفاع الأمريكي: روسيا لم تتعرض لأي تهديد والحرب التي تشنها ليست نتيجة لتوسع النيتو بل هي سبب توسع الحلف"
371,"عاجل | رئيس الإدارة العسكرية في كييف: هجوم روسي مكثف يستهدف أوكرانيا واستمرار الإنذار الجوي في العاصمة"
372,"عاجل | السلطات الأوكرانية بمقاطعة خيرسون: مقتل شخصين وإصابة آخرين في قصف روسي على المقاطعة"
373,"عاجل | الأناضول: وزير الدفاع التركي أبلغ نظيره الأمريكي أن إلحاق الأذى بقوات التحالف أو المدنيين أمر غير وارد نهائيا"
374,"عاجل | نائب رئيس الوزراء الروسي: فرض سقف لأسعار النفط الروسي محفوف بالمخاطر بما في ذلك نقص في العرض"
375,"عاجل | البيت الأبيض: الأسلحة التي نرسلها إلى أوكرانيا تصلها بسرعة فائقة"
376,"عاجل | بيانات ملاحية لمواقع رصد حركة الطيران: إجمالي عدد الرحلات التي ألغيت داخل أمريكا وخارجها بلغ 127 رحلة"
377,"عاجل | مراسل #الجزيرة: قصف على وسط العاصمة الأوكرانية كييف"
378,"عاجل | خفر السواحل الياباني: سقوط صاروخ يعتقد أنه كوري شمالي في مياهنا الإقليمية"
379,"عاجل | أردوغان: هناك من أرادوا الاستفادة من القطيعة في فترة ما مع دول الخليج لكن خططهم فشلت عندما أزلنا هذه القطيعة"
380,"عاجل | مبعوث الكرملين إلى #سوريا: موسكو تعمل على عقد لقاء رئاسي بين #تركيا وسوريا في روسيا"
381,"عاجل | وزير الخارجية الإيراني: ناقشت مع بوريل جميع جوانب اتفاق فيينا بشكل صريح وبناء"
382,"عاجل | وكالة الصحافة الفرنسية: أنصار رئيس بيرو بيدرو كاستيلو يتظاهرون أمام البرلمان بعد التصويت على عزله"
383,"عاجل | مراسل #الجزيرة: الإعلان عن حكومة جديدة في البيرو بعد عزل الرئيس السابق بتهمة محاولة الانقلاب على الدستور"
384,"عاجل | نائب رئيس الوزراء الروسي: ندرس مع الصين تسوية المدفوعات دون استخدام نظام سويفت عبر فتح حسابات مصرفية متبادلة"
385,"عاجل | ولي العهد السعودي: نذكر بأهمية حل القضية الفلسطينية وفقا لمبدأ حل الدولتين"
386,"عاجل | بوتين: العقوبات على روسيا أدت إلى أرقام قياسية للتضخم في الدول الأوروبية"
387,"عاجل | مراسلة #الجزيرة: صافرات الإنذار تدوي في العاصمة الأوكرانية كييف"
388,"عاجل | حاكم خاركيف الأوكرانية: قصف روسي بالصواريخ على المدينة شرقي البلاد"
389,"عاجل | البيت الأبيض: من الواضح أن الحرب في أوكرانيا دخلت مرحلة جديدة مع دخول الشتاء وتصعيد روسيا هجماتها"
390,"عاجل | المحكمة العليا في البرازيل توافق على إدراج الرئيس السابق بولسونارو في التحقيق في اقتحام مقار السلطات الثلاث"
391,"عاجل | الدفاع الروسية: إحباط محاولة هجوم للقوات الأوكرانية على محور جنوب دونيتسك وتصفية ما يصل إلى 40 جنديا أوكرانيا"
392,"عاجل | وزير الداخلية الأردني: سنتخذ إجراءات أمنية مشددة ونعزز القوات الأمنية في المناطق التي تشهد اضطرابات"
