,tweet,label
372,فتاة تغير مجرى حياتها جذريا بتنظيف نظارتها,satire
373,مصر - الحكومة تستورد الغاز المسيل للدموع لتعويض نقص غاز الأكسجين في المستشفيات,satire
374,الأسد يطالب اللبنانيين بتعويض عن نترات الأمونيوم التي ائتمنهم عليها,satire
375,- السعودية تستعد لاستقبال أحد الرؤساء المخلوعين  ترامب,satire
376,الكاثوليكي  بايدن يؤدي اليمين الدستورية وسط مخاوف من انشقاق في صفوف الطائفة البيضاء,satire
377,مصر - قيم الأسرة تحافظ على استقرارها للأسبوع الثاني منذ الإفراج عن فتيات التيك توك,satire
378,السعودية تستعد لاستقبال أحدث الرؤساء المخلوعين,satire
379,تونس - السلطات تطمئن القادة العرب أن الاحتجاجات الأخيرة محدودة ولا أحد يمتلك البنزين ليشعل بنفسه,satire
380,ملك  المغرب يؤكد تفوقه على أقرانه بعد أن وضع له ترامب نجمة على جبينه,satire
381,موظف يستغل استراحة الغداء ليستمتع بالطبيعية الخلابة أمامه. اقرأ التفاصيل,satire
382,الكويتيين_البدون  - السلطات تصادر بضاعة شاب من البدون انتحل صفة عامل وافد لديه كفيل يستعبده  البدون_في_الكويت,satire
383,العثور على موضوعين يمكنك نقاشهما دون أن يصفك الرجال ب  النسوية المتطرفة شرط أن لا تتحدثي بهما أمامهم,satire
384,واتساب يذكرك بأنه يمسك عليك صورك إياها وتسجيلات صوتية أنت تعرف ماذا تحتوي إذا لم تتراجع عن مقاطعته,satire
385,متحرش يستنكر رفض منظمة نسوية عضويته فيها رغم امتلاكه خبرة طويلة في مجال النساء,satire
386,العراق - الوضع الأولمبي الداخلي يعاني مثله مثل باقي الأوضاع الداخلية,satire
387,الكويت - البرلمان الكويتي ينزل الراس فعلا، لدرجة أن الحكومة قدمت استقالتها بسببه,satire
388,لبنان- كذاب يتهم كذابا بأنه هو الكذاب,satire
389,أكمل الجملة بما يتناسب مع  نظرية_المؤامرة الأفضل لهذا الشهر: المصالحة الفلسطينية... توحيد للصف أم إطفاء لشعلة الكفاح أبو مازن؟,satire
390,إيران تلتزم بالعقوبات الأمريكية على إيران وتمنع استيراد اللقاح الأمريكي,satire
391,الإمارات تستورد بضائع من المستوطنات التي طبعت مع  إسرائيل لوقف بنائها,satire
392,حماس وفتح تتفقان على إجراء انتخابات لتحديد الطرف الأحق بالتنازل عن القضية,satire
394,شاب يلتهم 5 قطع شاورما إضافية بسرعة قبل وصول رسائل الشبع إلى دماغه,satire
395,الحكومة تضيف مستوى أسفل هرم ماسلو يمثل الاحتياجات أقل من الأساسية التي ستعجز أيضا عن تأمينها,satire
396,شعوب العالم تنظر لأمريكا بترقب على أمل أن تستمر الصدامات وتنشغل عنهم قليلا,satire
397,المصالحة_الخليجية - الجزيرة والعربية تحتفظان بنسخة احتياطية من أرشيف الردح والردح المضاد، وتغيير عقود العديد من من كتاب رأي ومعدي برامج ومنتجي وثائقيات من موظفين دائمين إلى عمال مياومة يمكن طلبهم وقت الحاجة، تحسبا لنشوب أي خلاف جديد في المستقبل.,satire
398,المصالحة_الخليجية - الجزيرة والعربية تتخلصان من الأرشيف الذي امتلأ خلال الأزمة بالردح والردح المضاد، وتوقفان نشر التقارير التي تكشف تعذيب معتقلي رأي في السجون السعودية وإنهاك عمال في قطر حتى الموت وتطبيع الإمارات مع إسرائيل.,satire
399,المصالحة_الخليجية - الجزيرة والعربية ستغيران مواقفهما تدريجيا، بدءا بتذكير جمهوريهما بالمشتركات بين أنظمة الدول المتنازعة، كالتاريخ والجغرافيا والدين والعروبة والنفط والاستبداد والصداقة مع أمريكا وإسرائيل والعبث في الدول العربية الأخرى.,satire
400,المصالحة_الخليجية  - بدأت إدارتا الجزيرة   والعربية   مباحثات تهدف إلى إعادة توحيد الأخبار وفي موقعيهما الإلكترونيين وقنواتهما بعد المصالحة بين إداراتيهما الحقيقيتين المتناحرتين منذ أكثر من ثلاث سنوات، ويا دار ما دخلك شر ولا محبة إلا بعد عداوة.,satire
401,الجزيرة تدرس إعادة توحيد أخبارها مع العربية في ظل المصالحة الخليجية الجديدة,satire
402,اليمن - تحقيقات تؤكد أن تفجير مطار عدن جاء لأن ماذا ينقصه عن باقي اليمن كي لا ينفجر,satire
403,يالاستفادة من موارد البلاد الطبيعية من هواء عليل مدعم بثاني أكسيد الكربون والديزل لمجابهة جائحة كورونا,satire
404,مصر وزارة الصحة تؤكد أن أكسجين مصر ممتاز ويستطيع المرضى تنفسه مباشرة بدل استخدام الجهاز,satire
405,الجزائر - القضاء يبرئ سعيد بوتفليقة إجلالا لخدمات أخيه في الفساد,satire
406,السلطة تفرج عن  سما_عبد_الهادي بشرط أن تعتذر لكل بلطجي كسر المقام وأحرق الممتلكات العامة,satire
407,خاصية “الميموريز” تساعد ناشطا على حذف صوره مع أبيات الشعر والأقوال المأثورة ومنشورات الحماس الزائد في بداية  الربيع_العربي,satire
408,بابا نويل يرجح استمرار توزيع الهدايا حتى إبريل ۲۰۲۱ بسبب قواعد الحجر الصحي في كل دولة,satire
409,السعودية- مظاهر الانفتاح لن تقتصر على السماح بالاحتفال بعيد الميلاد؛ إذ تتطلع المملكة إلى الهالوين العام المقبل، بهدف زرع الجواسيس المتنكرين بأزياء عصرية بين المحتفلين، وسبر أغوارهم النفسية من خلال أزيائهم، كما يأمل ابن سلمان أن تبدأ المملكة الاحتفال بالحانوكا قريبا.,satire
410,السعودية - ابن سلمان لن يسمح لبابا نويل بمغادرة المملكة بعد انتهاء مهمته، خاصة عقب اطلاعه على أسرار الدولة ومستقبلها ومعرفته للأطفال الذين ستتم تصفيتهم مستقبلا بناء على أمنياتهم.,satire
411,السعودية - بابا نويل جلالة سيطلع محمد بن سلمان على أمنيات الأطفال ليكشف المتآمرين منهم على المملكة ويحبس الذين يحلمون بالسلام والوئام وانتهاء الحروب والكوارث في العالم.,satire
412,السعودية - السماح لبابا نويل بالقدوم بهدف التجسس على الأطفال وكشف أمنياتهم مبكرا,satire
413,عاطل عن العمل يقرر التقاعد ليتيح الفرصة للشباب,satire
415,نتنياهو يسرق صندوقا من المطاعيم كي يهديه لزوجته سارة، ليريح بالها ويقضي على مخاوفها من أن اللقاح سيكون ذا تأثير سلبي على مهاراته في الفساد,satire
416,نتنياهو يسرق صندوق مطاعيم أثناء تلقيه لقاح كوفيد 19 ويهديه لزوجته,satire
417,السلطات المصرية تقر بأن كل من يجرؤ على تصديق إشاعات هيومن رايتس ووتش أو نشرها هو إخواني إرهابي ابن ستين إرهابي يستحق أن يسحل ويخفى ويعذب ويعيش كل ما ذكر في التقرير وأكثر ثم يعذب مجددا ويقتل بضع مرات قبل أن يقتل بشكل نهائي.,satire
418,صعقت الدولة المصرية من تقرير هيومن رايتس ووتش عن سجن العقرب، والمدعم بفيديوهات ووثائق مسربة تبين إزالة منافذ التهوية والقوابس الكهربائية والإنارة وشبك البعوض والصرف الصحي والبطانيات ومنع الطعام والتشميس وتغيير الملابس وكافة أشكال الحياة، مؤكدة أن هذه الادعاءات أكاذيب,satire
419,مصر - السلطات تؤكد أن كل من ينشر أكاذيب حول التعذيب في سجن العقرب هو إخواني يستحق السحل والتعذيب والقتل,satire
420,"– سوريا لا تريد أن تكون أول دولة تنشر أسلحة في الفضاء
 ليتها_الحدود",satire
421,نور عينينا السيسي يتمنى الشفاء ال لماكرون الذي يقود بلاده بقوة في مواجهة حرية التعبير، ويؤكد مساندته لجهود الأخير في العمل على الحد من انتشار الناشطين والصحفيين.,satire
422,أوروبا تعيد اللاجئين لأحضان أنظمتهم الدافئة خشية عليهم من أجوائها الباردة,satire
423,الإمارات تشتري نادي بيتار جيروزاليم بعد اطمئنانها إلى أن عنصريته تناسب معاييرها,satire
424,لمحة عن المرشحين عن فئة  صرة_الدنانير لجائزة الحدود للصحافة العربية  جحصع2020,satire
425,لبنان - الحكم على قاتل الحريري بالسجن المؤبد في بيته بين أهله وأصدقائه,satire
426,مخبر يضطر لشراء تذكرة حفل أون لاين لعجزه عن الدخول مجانا بمجرد إظهاره اللاسلكي,satire
427,البحرين تعتذر عن استيراد بضائع المستوطنات لاحتوائها على مواد خام فلسطينية,satire
428,المجتمع الدولي يستنكر تكرار الأمم المتحدة التحذير من خطر المجاعة في  اليمن وكأنه أطرش,satire
429,ارتأى القضاء السعودي المستقل والعادل بطبعه نقل  لجين_الهذلول إلى محكمة مختصة بالإرهاب عقب فشل المحكمة العادية في إرهابها,satire
430,السعودية تتهم  لجين_الهذلول بالتخابر مع دول لم تعتبر السماح بقيادة المرأة إنجازا,satire
431,الأزمة_الخليجية     السعودية تسبق  الإمارات نحو التطبيع مع  قطر نكاية باستعجالها التطبيع مع  إسرائيل,satire
432,الإمارات تهدي  إسرائيل نقاط تفتيش جديدة لتصبح دولة تمييز عصري,satire
433,ماكرون يقول كلمة “طيز” تحت الماسك و  السيسي يحاول كتم ضحكته  السيسي_منور_فرنسا,satire
434,السيسي يقف خجلا عقب طلبه المساعدات من  ماكرون وتأكيد الأخير أنه لا عليك أبدا نحن أصدقاء ليس بيننا هذا الكلام طالما تستمر بمواجهة الإسلام السياسي,satire
435,السيسي يضرب ل  ماكرون مثالا على الوقفة الصحيحة للشرطة قبل بدئهم ضرب وسحل المتظاهرين  السيسي_ينصح_ماكرون   السيسي_منور_فرنسا,satire
436,في الاستراحة، السيسي يشارك ماكرون قدرته على تقليد أبو الهول  السيسي_منور_فرنسا,satire
437,السيسي يصفق ل  ماكرون بعد تعلمه طرقا جديدة لقمع المعارضين,satire
438,ماكرون يكمل عرض تطور مهاراته من خلال مقاطع متفرقة من قمع المتظاهرين و  السيسي يقيم الأداء,satire
439,ماكرون يعرض لل  سيسي ما تعلمه عن ضرب المعتقلين كفوفا على طريقة السجون المصرية، والسيسي يعبر عن فخره بهذا التلميذ سريع التعلم,satire
440,السيسي يوضح لماكرون مدى تأثير ارتداء النظارة الشمسية على اعتبار الرئيس دكرا حقيقيا,satire
441,السيسي يشرح ل  ماكرون ما تفعله انتصار,satire
442,ماكرون عرض لعبة حجرة ورقة مقص لكن  السيسي رفض,satire
443,السيسي و  ماكرون يضربان بمعايير السلامة عرض الحائط لكن على الأقل لم يقبلا بعضهما.,satire
444,العراق - الكاظمي يدمج اللجان التي شكلها للتحقيق بقتل المتظاهرين بميليشيا واحدة محترمة,satire
445,الأزمة_الخليجية - السعودية تصرح أنها لن تسمح أن تعبر أجواءها طائرة قطرية واحدة قبل أن ترى موظفي قناة الجزيرة ال ٤٠٠٠ صاروا ٣٩٩٩,satire
446,السيسي يوعز بإعدام ثلاثة معتقلين إضافيين لأن رقم ٥٧ ليس جميلا,satire
447,"الحدود تقارن بقلاية البندورة، في تعليق جاء على مقال ""شاب يضرب أخت صديقه بعد أن طلب منه التصرف وكأنه في بيته""",satire
448,مواطن سوري يتأخر في تحريك السكر بالشاي عن قصد في الكافتيريا ليسترق السمع إلى نشرة تتضمن أنباء عن سوريا، ويخشى الآن أن يحاول اختلاس النظر إلى نتائج انتخابات ٢٠٢١ الرئاسية، أو التفكير مثلا بأن له رأيا فيها.,satire
449,ضبط  مواطن سوري، مقيم في إحدى الدول الصديقة  لسوريا – طبعا – متلبسا، ضبط بالجرم المشهود وهو يطالع خبرا عن مجريات الاجتماع الرباعي بين مصر والسعودية والإمارات والأردن، بعد أن كان قد وصل إلى نهاية الخبر تقريبا ولم يعد مجديا وضع حد لتدخله السافر.,satire
450,سوريا- مواطن قليل الأدب يتطفل محاولا معرفة مجريات الاجتماع الرباعي حول بلاده,satire
452,السلطات المصرية تعفو عن ٩٢ مليون مصري من حكم الإعدام,satire
453,قبل رحيله،  ترامب يتلقى هدية عيد شكر من إسرائيل باغتيالها العالم الإيراني  فخري_محسن_زاده,satire
454,امارات  اسرائیل  - الطيارات الإماراتية تغزو الأجواء الإسرائيلية,satire
455,الإمارات تطمئن غابي أشكنازي بأنه لا يوجد مواطن إسرائيلي قبيح في نظرها,satire
456,بعد تعليق منح التأشيرات لمواطني عدة دول عربية،  الإمارات تتسلم رسميا شعلة معاداة العرب والمسلمين من  ترامب,satire
457,صفحة تجارة إلكترونية تكتب الأسعار على ورقة وتضعها في زجاجة وترميها على جزيرة نائية,satire
458,السلطات  السعودية تحيل  لجين_الهذلول إلى محكمة الجنايات المختصة بتهمة إرهاب محمد بن سلمان,satire
459,الإمارات تستلم شعلة معاداة العرب والمسلمين من  ترامب,satire
460,ابن سلمان يخزي  السعودية بين دول الخليج بلقائه  نتنياهو سرا وكأنه أمر معيب,satire
461,ولا واحدة من مخرجات قمة العشرين تتعلق بأن تحترم الدول حقوق الإنسان,satire
463,وزير الخارجية الأمريكي يندد بوحشية حركة مقاطعة إسرائيل المعادية للسامية من خلال مطالبتها بحقوق وحريات الساميين العرب في فلسطين,satire
464,"بومبيو يندد بوحشية حركة المقاطعة التي تقطع أرزاق المستوطنين المسالمين 
 التطبيع_خيانة",satire
0,رئيس جبهة الخلاص الوطني في  تونس: ندعو لتشكيل حكومة إنقاذ وطني تجمع كلمة التونسيين,real
1,مراسل  الجزيرة: عمليات تخريب خلال مواجهات بين قوات الأمن الفرنسية ومحتجين على مقتل 3 أكراد في هجوم باريس,real
2,غازبروم: انخفاض صادرات الغاز للبلدان خارج رابطة الدول المستقلة بمعدل 44.5% خلال الأشهر العشرة الأخيرة,real
3,رويترز عن مصادر: حزمة المساعدات الأمريكية الجديدة تتيح لأوكرانيا قدرات لهزيمة المسيرات وتعزيز دفاعاتها الجوية,real
4,إعلان الطوارئ في ولاية جنوب دارفور وحظر التجوال في محافظة بليل إثر اندلاع أعمال عنف قبلي,real
5,رويترز: الأمريكية سارة كريفانيك التي أمرت السلطات الروسية بترحيلها على خلفية نزاع أسري تقول إنها غادرت روسيا,real
6,الدفاع الروسية: توجيه ضربات لأنظمة التحكم العسكري والمجمع الصناعي الدفاعي ومرافق الطاقة في أوكرانيا,real
7,وزير الخارجية الروسي: الدول الأوروبية أصبحت غير قادرة على حماية مصالحها,real
8,البيت الأبيض: الرئيس بايدن يفوض وزير الخارجية بتقديم مساعدات أمنية لأوكرانيا بقيمة مليار دولار,real
9,الكرملين: العلاقات الروسية الغربية وصلت إلى مرحلة المواجهة وعلينا التعايش مع هذه الظروف,real
10,رئيس الفيفا: إقامة مباريات كأس العالم في نوفمبر وديسمبر له تأثير إيجابي,real
11,وزير الخارجية الأمريكي: بريتني غرينر في طريقها إلى منزلها بعد أشهر من الاعتقال غير المشروع في روسيا,real
12,وزارة الدفاع الروسية: تدمير ورش لصيانة أسلحة الجيش الأوكراني في مدينة كراماتورسك,real
13,بوتين: يجب الاستفادة من خبرة قواتنا العسكرية التي عملت في  سوريا,real
14,الكرملين: سقف الاتحاد الأوروبي لأسعار الغاز هجوم على آلية تحديد السوق للسعر وهو غير مقبول,real
15,وكالة الأنباء الألمانية عن الأمين العام للنيتو: الدعم العسكري لأوكرانيا هو أسرع طريق للسلام,real
16,الكرملين: لم تكن هناك دعوة سلام حقيقية من بايدن وزيلنسكي ولم يكن هناك تحذير من قصف المباني السكنية بدونباس,real
17,البيت الأبيض: نعتقد أن وضع سقف لسعر النفط الروسي سيثبت سعره المخفض,real
18,الكرملين: لدى روسيا وتركيا بعض الخلافات حول  سوريا لكن مستوى العلاقات بين البلدين يسمح بحلها من خلال المحادثات,real
19,مصادر تركية للجزيرة: اجتماع موسكو بحث تصورا يضع حدا لوجود ما تعرف بقوات  سوريا الديمقراطية شمالي  سوريا,real
20,أ.ب عن مسؤولين أمريكيين: المساعدات الجديدة لأوكرانيا هي الأضخم في سلسلة المعدات المقدمة من مخزون البنتاغون,real
21,رئيس الوزراء الياباني: اليابان والولايات المتحدة تواجهان تحديات وبيئة أمنية معقدة,real
22,أ.ف.ب عن مصادر أمنية مصرية: مقتل 3 من عناصر الشرطة باعتداء على حاجز أمني في مدينة الإسماعيلية شرقي  مصر,real
23,رويترز: فشل أول محاولة أوروبية لإطلاق قمر صناعي من غرب القارة نتيجة خلل حال دون وصول الصاروخ إلى مداره,real
24,"مصادر رسمية تركية للجزيرة: أنقرة اشترطت عودة مؤسسات النظام السوري بدلا من ""قوات  سوريا الديمقراطية""",real
25,الخارجية الروسية: شروع الاتحاد الأوروبي في إنشاء محكمة خاصة بروسيا تستر على تورطه في جرائم الحرب بأوكرانيا,real
26,الرئاسة الأوكرانية: هناك نهاية واحدة للحرب بخسارة المعتدي ومعاقبته بقسوة,real
27,"قاض أمريكي يفرض على منظمة ترمب غرامة قدرها 1,6 مليون دولار بسبب التهرب الضريبي",real
28,أمين عام حزب العمال التونسي: ديكتاتورية قيس سعيد ستسقط مثلما سقطت ديكتاتورية بن علي,real
29,رئيس الوزراء البريطاني: أمن الطاقة في بلادنا يتطلب منع الشركات الصينية من المشاركة في مشاريعنا,real
30,مستشار الرئيس الأوكراني: الاختراقات في العمق الروسي تعكس فقدان سيطرة موسكو على مناطق العمليات بأوكرانيا,real
31,أسوشييتد برس: البحرية التايلاندية تقول إن 31 بحارا ما زالوا في المياه بعد غرق السفينة الحربية في خليج تايلاند,real
32,محامي شبكة  الجزيرة: على المحكمة الجنائية تحديد من شاركوا بشكل مباشر في اغتيال شيرين ومن أعطى الأوامر,real
33,مسؤول حكومي للجزيرة: قتلى وجرحى في تفجير وقع داخل مدرسة دينية في ولاية سمنغان شمالي أفغانستان,real
34,وزارة الدفاع الروسية: تدمير 4 مستودعات ذخيرة تابعة للقوات الأوكرانية في مقاطعة زابوروجيا,real
35,البيان الختامي للقمة الخليجية: أشاد المجلس الأعلى بنتائج القمة الخليجية الأمريكية في إطار الشراكة الاستراتيجية,real
36,سلطات الاحتلال تبلغ الجانب الفلسطيني باستشهاد الشاب الذي تعرض لإطلاق نار في بلدة حوارة جنوبي نابلس,real
37,أسوشييتد برس عن حاكم نيويورك: ارتفاع عدد ضحايا العاصفة الثلجية التي تضرب الولاية إلى 12 قتيلا,real
38,رئيس الوزراء السويدي: تركيا طلبت منا أشياء لا يمكن تلبيتها مقابل موافقتها على دعم انضمامنا للنيتو,real
39,مراسل  الجزيرة: الجيش الإسرائيلي يعتقل يحيى السعدي نجل القيادي بحركة الجهاد الشيخ بسام السعدي من مخيم جنين,real
40,رئيس الفيفا: إيرادات كأس العالم في  قطر بلغت 7.5 مليار دولار بزيادة مليار دولار عن النسخة السابقة,real
41,الرئيس الأوكراني: الوضع في دونيتسك صعب ويتطلب مستوى جديدا من المساعدات العسكرية,real
42,الدفاع الروسية: المقاتلات الروسية والصينية لم تخترق المجال الجوي لأي دول أخرى خلال الدوريات المشتركة,real
43,وزارة الدفاع الكورية الجنوبية: سول وواشنطن عقدتا اجتماعا استشاريا أمنيا في نوفمبر من العام الماضي,real
44,مستشار الأمن القومي الأمريكي: الولايات المتحدة لم تتلق أي طلب رسمي من الحكومة البرازيلية بشأن بولسونارو,real
45,بوريل: الأمر الصادر عن بوتين بوقف إطلاق النار في أوكرانيا يفتقر للمصداقية,real
46,السنوار: تقديراتنا الاستخبارية أننا سنكون عام 2023 أمام استحقاقات وطنية كبرى وعلى مقاومتنا الاستعداد لها,real
47,رويترز: مقتل عسكري وإصابة آخر في تبادل لإطلاق النار في ثكنة تابعة لقاعدة جوية في بلدة فينر نويشتات النمساوية,real
48,سلطات ولاية نيويورك الأمريكية: وفاة 25 شخصا في منطقة بوفالو غربي الولاية بسبب موجة البرد القارس,real
49,ريا نوفوستي: غروسي سيناقش غدا في موسكو إمكانية إنشاء منطقة آمنة حول محطة زابوروجيا النووية,real
50,الرئيس الأوكراني: مدينة باخموت الأوكرانية ما تزال صامدة رغم قصف المرتزقة المتواصل منذ مايو الماضي,real
51,قادة الاتحاد الأوروبي يقررون منح البوسنة والهرسك صفة دولة مرشحة لعضوية الاتحاد,real
52,نوفاك: روسيا تعيد توجيه واردات الطاقة للأسواق الأخرى والأولوية ستكون لدول آسيا وإفريقيا وأمريكا اللاتينية,real
53,الدفاع الروسية: مقتل أكثر من 70 مرتزقا أجنبيا في دونيتسك وخاركيف,real
54,مراسلة الجزير: وزير الأمن القومي الإسرائيلي إيتمار بن غفير يقتحم ساحات المسجد الأقصى,real
55,بلينكن: دعمنا الجماعي لأوكرانيا ساعدها على شن هجمات مضادة وتحرير أراضيها,real
56,الخارجية الأمريكية: السيطرة على بلدة سوليدار في حال صحتها تؤكد تحقيق موسكو مكاسب ضئيلة مقابل تكاليف باهظة,real
57,بوريل: لا يزال الاتحاد الأوروبي ملتزما بتقديم الدعم العسكري لأوكرانيا وشركاء آخرين على حد سواء,real
58,الصحة الفلسطينية: استشهاد فتاة تبلغ من العمر 16 عاما بنيران جنود الاحتلال خلال اقتحام مدينة جنين,real
59,سلطات خاركيف الأوكرانية: قصف المنطقة الصناعية في المدينة ب4 صواريخ روسية من  طراز إس-300,real
60,عبد الفتاح البرهان: نتطلع لحكومة مدنية تحقق تطلعات الشعب السوداني,real
61,الرئاسة الأوكرانية: زيلنسكي يزور باخموت على خط الجبهة شرقي البلاد,real
62,الكرملين: الرئيسان الروسي والتركي ناقشا في اتصال هاتفي مشروعات الطاقة المشتركة خاصة في قطاع الغاز,real
63,محامي شبكة  الجزيرة: نأمل أن تتحقق العدالة لشيرين ونحث المدعي العام على اتخاذ الإجراءات لمحاسبة المسؤولين,real
64,واشنطن بوست عن مسؤولين أمريكيين: إدارة بايدن ستزود أوكرانيا بتقنية تسمح بتحويل الذخائر الجوية إلى قنابل ذكية,real
65,مندوب  تركيا بمجلس الأمن: الحديث عن تأثير عملياتنا ضد حزب العمال الكردستاني على مواجهة تنظيم الدولة غير واقعي,real
66,الخارجية الأمريكية: دعوة روسيا للهدنة مثيرة للسخرية بعد مهاجمتها البنية التحتية الأوكرانية يوم رأس السنة,real
67,مراسل  الجزيرة عن مصدر أمني أفغاني: تفجير قرب مقر للشرطة في ولاية بدخشان شمالي البلاد,real
68,رويترز عن الإدارة العسكرية في كييف: أسقطنا 9 طائرات مسيرة إيرانية الصنع في مجالنا الجوي,real
69,"مصادر تركية للجزيرة: الوفد الروسي أبلغنا موافقة ""قوات  سوريا الديمقراطية"" على المقترح شرط عدم حصول اجتياح تركي",real
70,وزارة الدفاع الروسية: تدمير أكثر من 500 طائرة ومروحية للقوات الأوكرانية منذ بدء العملية العسكرية في أوكرانيا,real
71,مساعد وزير الخارجية الإيراني للجزيرة: التهديدات الإسرائيلية لا تقلقنا ومستعدون للرد على أي اعتداء,real
72,الأمين العام للاتحاد التونسي للشغل: أدعو للاستعداد لمعركة وطنية من أجل إنقاذ  تونس,real
73,الجيش الأوكراني: قصف روسي يستهدف البنية التحتية في مقاطعة دنيبرو جنوبي أوكرانيا,real
74,رويترز عن الأمين العام للنيتو: من الخطورة التقليل من شأن روسيا ونحتاج إلى مزيد من الجنود والذخائر والأسلحة,real
75,"مصدر تركي رسمي للجزيرة: لن نمدد المهلة الزمنية والبديل عن خروج ""قوات  سوريا الديمقراطية"" عملية عسكرية",real
76,رئيس جبهة الخلاص في  تونس للجزيرة: لا خروج من الأزمة في  تونس إلا عبر قيادة سياسية جديدة ومن خلال صندوق الاقتراع,real
77,أردوغان: إذا فشلت السويد في اتخاذ إجراءات إزاء حزب العمال الكردستاني قد يتصاعد التوتر في العلاقات,real
78,سلطات مقاطعة زابوروجيا الأوكرانية: مقتل شخصين وإصابة آخرين في قصف روسي على المقاطعة,real
79,قوى مدنية توقع على الاتفاق السياسي الإطاري مع مجلس السيادة السوداني,real
80,مراسل  الجزيرة: دوي انفجارات في مقاطعة زابوروجيا جنوبي أوكرانيا,real
81,الدفاع الروسية: مقتل 63 جنديا روسيا جراء هجوم صاروخي للقوات الأوكرانية على ماكييفكا في دونيتسك,real
82,رئيس مجلس السيادة في  السودان: لن نتراجع عما اتفقنا عليه ولن يكون للقوات المسلحة أي دور في العملية الانتقالية,real
83,رويترز: أردوغان يقول إنه يريد عقد اجتماع مع الرئيس السوري ويؤكد أن لدى بوتين نظرة إيجابية لهذا الأمر,real
84,وسائل إعلام تركية: تحييد مسؤولة المخابرات في حزب العمال الكردستاني في عملية للاستخبارات التركية شمالي  العراق,real
85,لافروف: اقترحنا توقيع اتفاقية بشأن الأمن الأوروبي وقد تم رفض ذلك,real
86,شويغو: القوات المسلحة ستزيد من استخدام الطيران في مناطق عمليات الدفاع الجوي الجديدة للعدو,real
87,البيان الختامي للقمة الصينية العربية: احترام حق الشعوب  في طرق تطويرها للديمقراطية ورفض التدخل في شؤونها,real
88,البيت الأبيض: مباحثات بايدن ورئيس الوزراء الياباني ستشمل ملفات الصين وروسيا والبرنامج الصاروخي لكوريا الشمالية,real
89,أردوغان: ننشئ حزاما أمنيا على طول حدودنا الجنوبية بأكملها من الغرب إلى الشرق في أقرب وقت ممكن,real
90,نائب رئيس مكتب زيلنسكي: انقطاع الكهرباء عن خيرسون بشكل كامل بسبب القصف الروسي العنيف للبنية التحتية,real
91,إدارة الطيران الفدرالية الأمريكية: نواصل البحث في سبب العطل الفني الذي أدى إلى تعطيل الحركة الجوية,real
92,عمدة ميكولايف الأوكرانية: نحذر من هجوم صاروخي روسي واسع وندعو السكان إلى توخي الحذر,real
93,الخارجية الصينية: المفاوضات الحالية بشأن الملف النووي الإيراني وصلت إلى مفترق طرق,real
94,وزير الخارجية الأمريكي: بوتين وجه غضبه ونيرانه إلى المدنيين في أوكرانيا خلال الأسابيع الماضية,real
95,سي إن إن عن مصادر: إطلاق سراح لاعبة كرة السلة الأمريكية  بريتني غرينر المحتجزة بروسيا في صفقة تبادل أسرى,real
96,السلطات الأوكرانية في أوديسا: هجوم صاروخي روسي يستهدف البنية التحتية في المدينة جنوبي البلاد,real
97,البعثة الأمريكية: لا يمكن أن تكون طالبان عضوا شرعيا في المجتمع الدولي حتى تحترم حقوق كل الأفغان وخاصة النساء,real
98,مراسلة  الجزيرة: صافرات الإنذار تدوي في العاصمة الأوكرانية كييف بعد إعلان حالة الإنذار الجوي,real
99,وسائل إعلام برازيلية: حاكم برازيليا يقرر إنزال جميع أفراد الشرطة إلى الشوارع لاحتواء المظاهرات,real
100,رئيس الوزراء البريطاني: أصابني الذهول جراء إعدام المواطن البريطاني الإيراني علي رضا أكبري,real
101,الدفاع الأمريكية: نحرص ألا تؤدي المساعدات التي نقدمها لأوكرانيا من مخزوناتنا إلى التأثير على جاهزيتنا,real
102,البيت الأبيض تعليقا على الاحتجاجات في الصين: للمواطنين الحق في الاحتجاج السلمي ويجب عدم إعاقته أو التدخل فيه,real
103,المتحدث باسم حركة النهضة التونسية: سياسة الهروب للأمام وفبركة السلطة قضايا للخصوم سياسة فاشلة,real
104,وزير الخارجية الأوكراني: لا نرى أي مؤشرات على أن الجانب الروسي مستعد حقا للمفاوضات,real
105,رويترز عن بيان للبنتاغون: أوستن يبلغ نظيره التركي معارضته الشديدة لعملية عسكرية تركية جديدة في  سوريا,real
106,وول ستريت جورنال عن مصادر: الحرب في أوكرانيا سببت تأخير طلبات أسلحة أمريكية موجهة لتايوان بقيمة ١٩ مليار دولار,real
107,رئيس مجموعة زوكونفت الألمانية: وضع سقف لأسعار الغاز وهم سياسي لا يمكن تنفيذه عمليا,real
108,الخارجية الإيرانية: لسنا جزءا من الحرب بأوكرانيا والاتهامات ضدنا واهية,real
109,المرشد الإيراني: الغرب يريد إسقاط النظام في  إيران ولن يتمكن من ذلك,real
110,وزير الدفاع الأمريكي: نعمل على أن نكون قادرين على نشر قوات أمريكية في العالم بسرعة أكبر,real
111,وزيرة الخارجية الألمانية: خاركيف هي رمز الجنون المطلق للحرب العدوانية الروسية على أوكرانيا,real
112,بوريل: القوة المميتة لا يمكن تبريرها إلا في المواقف التي يوجد فيها تهديد خطير على الحياة,real
113,الجيش الأمريكي: مقاتلة صينية اقتربت بشكل غير آمن من مقاتلة أمريكية يوم 21 ديسمبر فوق بحر جنوب الصين,real
