,tweet,label
5235,member of indian parliament rahul gandhi hired actors to act as migrants who he was helping during the covid-19 lockdown.,fake
2937,coronavirus q&amp;a survival kit    coronavirus  panic,fake
3917,"says bill gates said, ???we need to develop a digital certificate that shows who has received all the vaccinations. only those with all the required vaccinations may travel, visit churches, participate in sports and music events, get a job, etc.??�",fake
270,"amoxi"" capsule made in us is the only medicine that can completely cure covid-19.
egyptian health minister arrive in italy with secret coronavirus cure.
 dr charles lieber a harvard professor has been arrested in the usa for manufacturing the coronavirus and selling it to china. a video  report from wcvb a tv station in boston massachusetts is shared with the facebook post.
mountain matterhorn in switzerland was lit in three colours of indian flag as a token of gratitude to india for sending hydroxychloroquine.
al-azhar imam said he is considering exceptions on ramadan fasting as the research says that the mouth must be kept wet to prevent covid-19
 japanese nobel tasuku honjo says coronavirus was created in the wuhan laboratory
a man collapses in 5 minutes after showing covid-19 symptoms in india.
celebrities spreading misinformation about coronavirus and the janata curfew in india.
 multiple posts shared repeatedly on facebook and twitter since march 2020 claim that israel has reported zero deaths from the novel coronavirus which causes the disease covid-19. the posts also claim israeli citizens have protected themselves from covid-19 by drinking a remedy of hot water lemon and baking soda which purportedly “kills” the virus.
 cdc suddenly lost 30000 deaths from coronavirus from its data thus proving the virus is not as serious as it seems.
photos of coronavirus patients being treated on the road in italy.
indian actor shah rukh khan donated money to pakistan to fight coronavirus and did not help india at all.
russian president vladimir putin has ordered russia’s population to stay at home for 15 days or face five years in jail.
indian army has set-up a 1000 bed quarantine facility in rajasthan's barmer.
leonardo da vinci hospital a covid-19 reference hospital in fortaleza brazil is empty. a video ""proves"" there was no one at the areas open to the public.
 president trump's claim that he inherited no ventilators from the obama administration.
an audio where an unidentified person links the virus that causes covid-19 with the massive flu vaccination campaign.
black body bags being referred to as deaths in new york and the reason a lockdown is essential.
mustard oil prevents a person from getting infected with covid-19.
north carolina’s health department is ""telling hospitals that if they decide to do elective surgeries they won’t be eligible to receive (protective equipment) from the state.”
 after coronavirus pandemic chinese president said it's china's time to lead the world.
the nurses that boris johnson claimed saved his life are not registered in the uk.
a claim that india’s ministry of home affairs has made it a “punishable offense” for citizens to publish posts on social media about the novel coronavirus has been shared repeatedly on facebook twitter and whatsapp.
 says nancy pelosi was “caught trying to include abortion funding in bill to combat coronavirus.”
a video of a man rebuking foreigners has been viewed thousands of times on social media alongside a claim that the guinean government has ordered the arrest of all chinese nationals in the country while awaiting the safe return of guineans from china.
 the u.s. is the only country on earth that is protesting being locked down.
photo of kurnool mla (hafeez khan) making a nurse to touch the feet of a religious head in viswabharathi medical college who had to come to the covid-19 quarantine facility.
new york state governor shows data that proves that isolation is ineffective against covid-19.
homeopathic product oscillococcinum protects against covid-19.
cdc admitted to lying about covid-19 death stats.
notice for preparing emergency drugs was released on social media for alumni of seoul national university college of medicine.
belgian doctors turn their back on who director.
dr. li wenliang (the chinese whistleblower doctor) has proposed that drinking tea can cure covid-19.
any person arrested for violating lockdown in the night will not get bail until the lockdown is over in the state of gujarat in india.
 us president donald trump tested positive for covid-19.
a picture with a quote from doctor vincenzo puro who allegedly said that asymptomatic people cannot infect others that the virus is not lethal and that the pandemic is a ""hoax"".
 prince charles recovered from covid-19 with the help of ayurvedic treatment.
 a video shows a superintendent of police announcing the extension of lokckdown in maharashtra india till may 30.
 a whatsapp audio claims that the infanta sofía hospital in madrid has 15 children in serious condition due to covid-19 and that there are three other children in the talavera de la reina hospital.
video shows coronavirus patients and doctors.
a video claims to show that the nigerian government has spent us$2 million to ""import"" chinese doctors and supplies.
riots in london due to the unavailability of food items. the united kingdom will be locked down by tonight. army soldiers take to the uk streets.
a set of claims passed as instructions to be followed during the covid-19 pandemic period.
 facebook post claims that the latvian app apturi covid (stop covid) which was created to warn people who have been close to an infected person will be used so the government can track all the people from the contact list and record their locations.
aaj tak channel aired a program that said drinking alcohol or smoking weed can cure covid-19.
 president donald trump tweeted “coronavirus vaccine from israel! stock market up! economy even stronger now! besides us israel best at inventions: judaism olives. wonderful vaccine will stop corona dead around world. can’t make vaccines when being bombed not have been possible without peace i created in israel!”
italy official giulio gallera: china lies to us. the date china provided is false. italy has become wuhan and the medical system has a breakdown.
joão doria governor of são paulo forbade doctors to give chloroquine to covid-19 patients.
a blog post has been shared thousands of times in multiple facebook posts which claim it shows a video of a baby who died after being infected with the novel coronavirus which causes the disease covid-19.
 a vaccine for coronavirus was available since 2001.
 video showing policemen picking banknotes with sticks linking it with coronavirus.
we can't make a vaccine that works for flu no vaccine for the respiratory syncytial virus (rsv) and we can't cure cancer. yet somehow scientists can make a vaccine for covid-19 in six months?
mumbai and pune is going under military lockdown
what we need to do to defeat the coronavirus is to consume more alkaline foods above the virus’ ph level.
indian actor aamir khan gives rs. 15000 to poor people in 1kg wheat flour.
 the photo shows the funeral of turkish deceased general aytac yalman due to covid-19.
the coronavirus responsible for covid-19 is a mix of sars and hiv.
two doctors in bakersfield california said at a press conference that isolation measures affect the immune system and that unrestrictive controls in countries like sweden have worked.
 article says that the vatican confirmed that the pope and two assistants have coronavirus.
herbal tea made of malunggay and kamias leaves is a cure for covid-19 the disease caused by the novel coronavirus.
a video of police officers immobilizing a screaming woman. the caption states that they were being beaten by the police because they refuse to go to their houses during lockdown in minas gerais brazil
 cuba's low number of covid-19 deaths is due to its use of hydroxychloroquine to treat patients
a video of the doctor linked to the anti-vaccine movement chinda brandolino on the origin of covid-19.
 there is a confirmed case of coronavirus in a bogotá hospital.
a video showing migrant laborers from surat city in india are being sent back to surat after their home states refused to take them back at the state border.
ohio gov. mike dewine released 4300 prisoners and is now warning residents of a possible crime wave.
 it's not a virus but 5g that is causing disease and deaths
an arrest by the federal bureau of investigation (fbi) of a professor who had ties to china is connected to the coronavirus pandemic.
a photo of a list of purported symptoms and treatments for the novel coronavirus which causes the disease covid-19 has been shared hundreds of times in multiple posts on facebook twitter and instagram. the purported remedies include a daily dose of vitamins; exposure to sunlight; and a diet of alkaline foods.
 police catches coronavirus positive patient on the road.
 in the 30-second viral video a man lifts his shirt and challenges aa police officer who is pointing a gun at him. another police officer kicks the man from behind pins him down on the road and makes an arrest. the text overlaid on the video reads ""italy says lockdown they mean it.",fake
5704,new coronavirus guidelines allow people to do all the things they started doing three weeks ago.,fake
1519,video shows covid-19 patients lying dead on the ground in india.,fake
5614,"the rolling stones new single, eerily becomes the unofficial coronavirus song    coronavirus  rollingstones",fake
4196,white house press secretary kayleigh mcenany said donald trump never downplayed the coronavirus. that's hard to argue when he said — on tape — that he did. pants on fire.,fake
3068,coronavirus   hand sanitizer shortage has more people boiling their hands for five minutes  coronavirus  covid2019,fake
3111,"well, i think climate change still counts as the  1 worst federal response to a national emergency in our nation’s history. but the pandemic response is surely inept, irresponsible, and tragic.",fake
659,claim that disease outbreaks and pandemics correspond with election years.,fake
1972,trump: “medically we had empty cupboards. the cupboards — i say the cupboards were empty.”,fake
489,new york schools add a covid-19 vaccine to the mandatory school schedule.,fake
2110,i did read that people who have good levels of vitamin d had 98% less chance of severe covid. it’s worth supplementing.,fake
198,"""states like new york, illinois and california have been vocal in their demands for funding to bail out their pension systems, which were failing long before the covid-19 outbreak, and other programs that aren???t related to this crisis.""",fake
2060,"‘i lost my job because of coronavirus’, says man fired for sexual harassment and daytime drinking",fake
791,florida reopens hurricane beach    coronavirus  florida  lockdown,fake
6415,a tiger tested positive for covid-19 please stay away from your pets and birds.,fake
4248,trump's top coronavirus medical recommendations    donaldtrump  fda  prescriptions  disinfectant  easyoff  febreeze,fake
1742,"in the midst of a pandemic, the trump administration chose to expend effort to attempt to disestablish the mashpee wampanoag tribe’s reservation.  istandwithmashpee and with all of indian country.",fake
1043,bill gates melinda gates anthony fauci and the who are being charged with genocide.,fake
5815,drinking pigeon membrane slurry can cure covid-19.,fake
1221,fact-checking joe biden on military coronavirus deaths: he offered a vastly larger number mistaking michigan’s numbers for the military toll.,fake
6396,a photo of jair bolsonaro in which he is hospitalized with a tube in his nose. the caption with the photo link it to covid-19.,fake
3233,trump said new zealand had a “big surge” on the day it reported nine new covid-19 cases. “we don’t want that” he said despite tens of thousands of new daily cases in the u.s. trump’s claim about a “big surge” rated false.,fake
2470,"originator of johns hopkins covid-19 dashboard not sure where data comes from, but says it looks goo�    coronavirus",fake
90,there is a person with coronavirus in galicia on 2/4/20.,fake
4238,american scientist judy mykowitz exposes facts about the us administration regarding coronavirus and accuses the us military of fabricating it in conjunction with the wuhan chinese laboratory.,fake
1745,panic and fear might be limiting human reasoning and fueling hoaxes about coronavirus:   via    coronavirusfacts  datoscoronavirus,fake
4531,"an excerpt from a document from the ministry of health with the following message: ""this document of march 5 from the government of spain requires nursing homes to keep the elderly with covid-19 symptoms locked in their rooms preventing them from going to the hospital to be treated. so they died alone! tremendous! """,fake
3961,bcci officially suspends ipl 2020 indefinitely in the wake of coronavirus pandemic.,fake
843,"recipe for a genuine, basic anti-virus punch (to hopefully give mr. mean covid-19 a one/two punch!)    echinacea",fake
6202,"darin lahood stated on may 1, 2020 in a tv interview",fake
4489,georgian homeopath discussed a homeopathic drug with crocodile blood that cures coronavirus.,fake
6235,jennifer lopez reveals that since sheltering-in-place her ass has gained 2-inches    celebrities  coronavirus  jlo,fake
5968,empty hospital lots and waiting rooms are indicative of a coronavirus hoax.,fake
5621,"growing evidence that skin rashes are a key feature of covid, present in around 9% of app users testing positive. in children they may be even more predictive, with a 1/6 of children experiencing a rash &amp; no other symptoms",fake
2777,in a viral video a group of doctors at a press conference repeated conspiracy theories about the coronavirus and hydroxychloroquine.,fake
3719,vaccines to cure covid-19 are ready.,fake
4691,"bidensoetoro funneled illegal $millions through faucci's nih into china's ""wuhan institute of viralogy's"" coronavirus bioweapon program which congress expressly prohibited bidensooetoro from working on.
bidensoetoro, ccp&amp; associates caused this present covid bioweapon disaster.",fake
937,"masks can be effective in stopping the spread of  covid19 but they're no ""magic ingredient"". here's what the experts say:    qanda  factcheck  coronavirusfacts  datoscoronavirus",fake
3446,how to keep your business going during the coronavirus outbreak    coronavirus  smallbusiness,fake
3096,a muslim man was caught spreading coronavirus and beaten up. the man was caught spitting in fruits.,fake
81,"""the most important consequence of seeing covid-19
as a syndemic is to underline its social origins. the
vulnerability of older citizens; black, asian, and minority
ethnic communities; and key workers who are commonly
poorly paid with fewer welfare protections...""",fake
4452,pictures of egyptian nuns who manufacture medical masks.,fake
3412,_a video has been viewed thousands of times in multiple posts on facebook twitter and youtube which claim it shows chinese police arresting people infected with the novel coronavirus._,fake
5820,"india beats russia.! 13m indians don't hv right 4 covid 19 tests free .! w/o efficient health infra v can't control community spreader.!low income poor's,elders more vulnerable,facing stigmas &amp; living in frustration   hang their heads in shame",fake
4284,in order to take money from pm national relief fund (pmnrf) congress president's permission is required that is why pm cares is created.,fake
677,china deceived the world with the coronavirus pandemic and now is being punished by the god,fake
4844,the post shows dead bodies of covid-19 patients lying in the lnjp hospital delhi (india).,fake
3373,a coronavirus case was confirmed in the istanbul medical school hospital.,fake
4668,".. you can now benefit from the initiative launched by the world health organization, which is a specific financial amount of 500 euros, if you are one of those who suffer from difficult financial conditions due to corona, register via the link.",fake
1704,steam inhalation kiosk to fight  wuhancoronavirus.,fake
1037,_people with covid-19 have been misdiagnosed as having pneumonia and have been dying of thrombosis_,fake
573,burglars suffer corona crash    criminals  appeal  crook  burglars  breakin  goingbust,fake
5592,ginger onion and garlic help with coronavirus.,fake
4536,???the cdc may have to stop calling covid-19 an ???epidemic??? due to a remarkably low death rate.??�,fake
5213,"trump ensures america's stimulus checks will bounce by writing his name on them

   stimuluschecks  covid19  trumppressconf",fake
1622,no the cdc did not reduce its covid-19 florida case count.,fake
2773,chinese government is burning down people infected with coronavirus.,fake
1090,"the new coronavirus created by china in a laboratory to ""kill 1% of its population"".",fake
6015,"8th september  coronavirus  

89,852 new cases
1,107 patients died

total cases: 43,67,436
total deaths: 73,923

expect more distractions like  rheaarrested",fake
1793,"a long message attributed to bill gates, the microsoft billionaire, encouraging people to reflect positively on their lives during the coronavirus outbreak has been shared in multiple countries.",fake
4199,18 nations including the us and the uk want indian prime minister narendra modi to be the leader of the task force to combat the coronavirus pandemic.,fake
5160,a graphic video has been viewed tens of thousands of times in multiple posts on facebook and twitter alongside a claim it shows two islamist extremists killing a hindu man in the indian state of rajasthan during india’s covid-19 lockdown.,fake
110,camila pitanga brazilian actress contracted covid-19 but said she caught malaria so she could take chloroquine without admitting she was wrong.,fake
1421,why censor her? dr. li meng yan claims covid was bio-engineered by red c...   via,fake
2929,cdc reports social distancing is working! people feeling more distant than ever    coronavirus  covid19  pandemic,fake
5995,wearing masks has been “proven ineffective.,fake
1847,brooklyn crime boss salvatore goombalini says that new yorkers better start self-isolating    coronavirus  brooklyn,fake
2693,joe biden said president trump told americans that drinking bleach could help combat the coronavirus. that’s mostly false. trump did not explicitly recommend ingesting a disinfectant like bleach.,fake
1477,another 3 million americans filed jobless claims last week bringing total to 33 million since coronavirus hit  unemployment,fake
2074,"donald trump has shown that he can’t beat the pandemic or turn the economy around. and he is unsurprisingly stoking the flames of division for political gain.

he is the worst possible person to lead our nation through this moment.",fake
338,"from a progress report on covid-19 in the journal ""nature"":
""...researchers used vero cells — which do not express tmprss2 — in an early study that suggested that the drug chloroquine might work as a treatment for covid-19.
1/3",fake
1213,government’s covid-19 alert level reduced from ‘asleep’ to ‘comatose’,fake
229,a doctor named leslie chow discovered the coronavirus and died after contact with coronavirus patients.,fake
849,says the cdc recommends men shave their beards to protect against coronavirus.,fake
5018,jeanine áñez actual president of bolivia has covid-19.,fake
2287,a video says the vatican confirmed pope francis and two aides tested positive for coronavirus.,fake
5012,48 coronavirus patients found in quarantine center in sultanpuri in delhi india and all those belong to jamaat.,fake
4601,"the netflix korean drama ""my secret terrius"" predicted the coronavirus outbreak in 2018.",fake
3059,"???corona virus claims a black belt. chuck norris, dead at 80.??�",fake
217,in the backdrop of the lockdown videos of wild animals taking over the roads are surfacing on the internet. among them a set of pictures of a herd of deer is doing the rounds on social media claiming that these pictures are from lake club chandigarh.,fake
376,image of covid-19 infected indonesian doctor hadio ali watching his daughters from a distance as he bids them final goodbye; the image is said to be posted by his wife.,fake
325,"my god!

open admission of using covid 19 as bioweapon!!",fake
1330,"serological survey for the month of august in  delhi begins today!!! remember — as per july’s survey of about 11,000 samples 1 in 4 delhiites (approx 24%) had antibodies of  coronavirus  covid19",fake
1374,"nation’s tenants vow to cough on rent cheques

   cdnpoli  rentfreezenow  covid19",fake
2333,a voice note says that the government will apply a total lockdown for two months.,fake
4963,warm weather can stop coronavirus transmission! it’s summer in parts of india and coronavirus cases are still rising so now you know that this claim was 'false'. join our  mainbhi checker initiative and stay safe from fake  and misinformation.,fake
5695,scientists warn of potential wave of covid-linked brain damage,fake
5584,no despite dip in death rate which is likely to rise again cdc is not about to stop calling covid-19 an epidemic,fake
2806,a text claiming covid-19 can be transmitted by mosquitoes.,fake
5603,important thread on the risk of dietary supplements. there’s no cure for  covid19 nor any supplements to prevent it.,fake
5537,government of an indian state madhya pradesh ordered shoot-at-sight to enforce lockdown.,fake
1146,olly murs turns up at his local hospital with coronavirus but it turns out to be a hangover,fake
1826,angry mobs of women in coronavirus lockdown storm michigan governor's office    michigan  nails,fake
1607,"as entire families fall sick with  covid-19 in delhi, the chemists talk of shortage of anti viral medicines like fabiflu... its difficult to get other medicines too. kejriwal asks them to quarantine themselves at home but the system of follow up by the govt exists only on paper.",fake
2759,covid-19 is sparing essential workers.,fake
4698,covid-19 wiped out after 5g masts destroyed,fake
2650,"trump could have saved valet, secretary from virus    donaldtrump  medicaldoctor  trumpcouldhavesavedvalet",fake
5731,regarding how to respond to the covid-19 pandemic tommy tuberville did once say he “wouldn’t have a clue.” he also has not laid out a plan for what he would do about covid-19 but he has stated some positions.,fake
3152,"we are grateful for the level of interest in rapid covid testing from our community. please note that due to high demand caused by additional seasonal respiratory illnesses and current shipping delays, we are now in-between shipments of rapid covid testing kits.",fake
6300,man who set up home gym at start of lockdown seriously considering third workout,fake
5596,mitch mcconnell says senate will vote on coronavirus stimulus plan as soon as this week,fake
5878,"nancy pelosi said ""congress shall not vote remotely because it is not secure!"" while also saying that “americans should all vote for president by mail!”",fake
2023,facebook posts claims the asian hong kong swine and bird flus each “killed more people than coronavirus.”,fake
4143,new york jewish temple was found to hide medical n95 masks which is needed by hospitals.,fake
5823,woman who made online friend during lockdown horrified at suggestion they actually ‘meet up’,fake
1489,_claim that the coronavirus isn't new as there is a canine coronavirus vaccine since 2001._,fake
6145,"the logo of a covid-19 testing facility depicts anubis, the egyptian god of death.",fake
158,coronavirus this is how scientists believe  coronavirus affects the body.,fake
11,the nba is poised to restart this month. in march we reported on how the utah jazz got 58 coronavirus tests in a matter of hours at a time when u.s. testing was sluggish.,fake
988,"???if you have worked during the covid-19 pandemic, the department of labor has finally authorized up to $4,800 in hazard pay for qualified essential workers.??�",fake
1064,"this  of italy made the whole world cry

after losing the whole family to corona, the young man committed suicide by jumping from the roof of the building.",fake
3331,jared leto creating a cult to save people from the coronavirus?,fake
2090,"far better than banging thalis and shouting go corona go. also, far better than taking coronil.",fake
3114,claim: india began screening passengers from  covid19-affected countries before it had a single case:pm modi fact: the govt mandated universal screening of all international flights only on march 4 by when 27 cases had been detected across 5 indian states,fake
5483,neil gaiman blames sudden arrival in scotland from new zealand during lockdown on the faerie folk,fake
6342,viral post claims that a covid-19 infected patient was found in hsipaw township hospital in myanmar.,fake
523,"dps school charging 350 /= for these face masks from students . while in market its selling only 20 to 30 rupees , very unfortunate they should distribute these masks for students free of cost . and should not charge them during this pandamic .",fake
2045,"deadly coronavirus nothing to do with piss-poor bottled lager, drinkers reassured",fake
717,"???corona is so bad, this guy died twice!??�",fake
132,claim: india began screening passengers from  covid19-affected countries before it had a single case: pm modi fact: the govt mandated universal screening of all internat'l flights only on march 4 by when 27 cases had been detected across 5 indian states,fake
3661,a steam bar with inhalers treats or prevents covid-19 in pune.,fake
1417,a memo from the st. luke's hospital of kansas says drinking alcohol lowers the risk of getting infected with covid-19. vodka is most recommended for drinking cleaning and sanitizing.,fake
2260,"james franco said, ""coronavirus kills 3,000 people and we lose our shit. obesity kills ~300,000 people annually and we come out with a new flavor of doritos.""",fake
5134,image showing the condition of a flooded covid-19 ward in a hospital in bihar,fake
182,"while it is true that coronavirus can cause a sore throat and gargling with salt and warm water may make it feel better, it has no direct effect on the virus.  covid19  afaracare",fake
199,anti-vaxxers close to deciding which medical conditions they will pretend are caused by coronavirus vaccine,fake
135,_photo of a vaccine developed by u.s. scientists for covid-19._,fake
580,italy did not follow who protocol and did an autopsy on a corpse that died from covid-19 and realised that coronavirus is actually not a virus but a bacterium which gets amplified with 5g electromagnetic radiation that also produces inflammation and hypoxia and multiple other claims.,fake
4693,"an image that claims that asymptomatic carriers of the novel coronavirus are immune do not spread the coronavirus and communicate ""antibodies"" to other people.",fake
3387,idh hospital the main center in sri lanka for treating covid-19 patients is in shortage of number of essentials.,fake
4514,video of doctors being attacked in the old city of hyderabad when they went to screen locals for covid-19.,fake
5096,"old drug, new tricks? fish tank additive may treat coronavirus",fake
1003,no evidence hydroxychloroquine is helpful in preventing covid-19 study finds,fake
5871,the governor of maine has ordered restaurant staff to wear dog cone-style face visors as a precautionary measure against covid-19.,fake
3822,a  story by italian tv rai proves coronavirus was created in lab by chinese government.,fake
3536,mean old man loses his voice by yelling at 'covid-19 detourers' to get off his grass    coronavirus  oldpeople,fake
3957,chinese president xi jinping visited a mosque amid the coronavirus outbreak and asked the people of the muslim community to pray about present crisis.,fake
839,brazilian supreme court denied order for army hospitals to treat covid-19 patients.,fake
5060,president trump says he will be signing an executive order changing the name of the coronavirus    donaldtrump,fake
4028,"bidensoetoro harris, ccp &amp; associates caused this present covid bioweapon disaster!
bidensoetoro, the ccp &amp; associates should pay the whole world damages!
international law lawyers, get cracking!",fake
2877,???putin has stated russian citizens (have) 2 options stay home for 15 days or in jail for 5 years.??�,fake
1087,colombia is the last country in the coronavirus test ranking.,fake
5373,at his press briefing president trump defended his retweet of a viral video in which a doctor with a track record of bizarre medical claims said hydroxychloroquine is a coronavirus cure. it's not a cure.,fake
4086,a tiger in the bronx zoo tests positive for the coronavirus    coronavirus  tigers  bronxzoo  zoodirector,fake
3219,a video of nairobi governor mike sonko claiming the world health organization (who) recommends drinking alcohol to help prevent the new coronavirus is circulating online.,fake
3519,dad would rather get coronavirus than fist-bump.,fake
1093,local woman informs kids that mother’s day is going ahead despite coronavirus,fake
3235,a viral video where an interview from the tierra pura portal is disseminated to the doctor mariana colombres garmendia who denounces the overregistration of the numbers of people infected and killed by the covid-19 disease in argentina and says that the buenos aires government pays the doctors or institutions for doing so for the alleged purpose of extending the quarantine,fake
2585,"traces of the coronavirus are found at at&amp;t stadium, home of the dallas cowboys    coronavirus  dallascowboys",fake
2716,parcels from china can spread covid-19,fake
1596,"in a very real sense, (oklahoma has) flattened the curve. ... the number of cases in oklahoma — it's declined precipitously.",fake
1207,d: our timeline of president donald trump's response to the coronavirus pandemic includes his comments about a speedy vaccine and the bob woodward tapes.,fake
3388,"president trump blames coronavirus on “slitty-eyed foreigners, muslims, the new york times and the d�    donaldtrump",fake
3107,scripps urgent care in san diego is on lockdown two people with the new coronavirus are isolated.,fake
1278,college students are not at risk of being hospitalized for covid-19.,fake
3882,an audio that denounces the falsification of death certificates at the hospital de clínicas (caba argentina) to increase deaths from coronavirus.,fake
2836,boris johnson proposes ‘moonshot’ plan to defeat covid using jedi space magic,fake
3718,"another deadly unknown virus is spreading in mutton livestock market in india, so avoid consuming goat mutton. pass the video on.",fake
4482,"claim that ""there is no"" covid-19 virus.",fake
974,"cindy mccain endorses biden: 'we are republicans, yes, but americans foremost'    fox i, too, am widow of distinguished us military officer. would never affiliate myself w/ biden-deep $ ties to adversary ccp-launched bioweapon covid19 on us soil/world.",fake
5951,what happens to the job prospects of people made long-term unemployed by  covid19?   ceo   says being unemployed for more than a 1yr reduces your chance of finding work again by 40%. we found that to be a fair call:    factcheck  auspol,fake
3247,"alberto fernández about the coronavirus: ""mortality in people over 65 is 80%"".",fake
6231,lactancy is not recommended because of risks to covid-19 transmission from mother to child.,fake
3048,"if you hold your breath as the cursor moves in the video, you don’t have coronavirus.",fake
6136,president trump proposes constructing bigly retractable dome over usa    donaldtrump  josephbiden  coronavirus,fake
3210,our (covid-19) numbers are better than almost all countries.,fake
4803,man dying from coronavirus spends final day negotiating with health insurance provider    coronavirus  healthcare,fake
4954,new: you may have noticed there are new settings on your phone for tracking covid-19. what’s that all about? not an unauthorized surveillance plot as one popular social media rumor suggests.,fake
5083,now this was 2001 tell me why 19 years later they say there is no vaccine,fake
6132,ginger is the miracle cure for coronavirus,fake
2039,medical university in vienna has published a study about ibuprofen and coronavirus.,fake
3350,"the government’s lockdown sex rules, explained",fake
508,the novel coronavirus was ???man-made.??�,fake
5225,"who warned that the second wave of the pandemic would be ""catastrophic"".",fake
3606,suspected corona patient in hajipur jail,fake
5019,man worried about coronavirus still hasn’t gotten flu shot,fake
6076,label on disinfectant says the new coronavirus strain is not new.,fake
5104,puerta de hierro hospital in madrid uses a whole floor for the president's family.,fake
3721,the spain medical doctors association is impressed by president rodrigo duterte's response against covid-19.,fake
2204,"*_next financial year will be from 01.07.2020 to 31.03.2021_*

*rbi extends the year closing till 30.06.2020*

rbi: fiscal 2019-20 will end on june 30, 2020 while fiscal year 2020-21 will begin on july 1, 2020 but ends on march 31, 2021
*reserve bank of india re-draws its financial year*",fake
805,social media users claimed ghana did poorly with respect to food distribution amid the covid-19 season when compared to niger nigeria and rwanda.,fake
1267,coronavirus latest: is it time to turn on each other?,fake
4993,a facebook post wrongly suggests that the role of face masks for wildfire smoke protection and covid-19 are the same. they’re not.,fake
1440,visiting kids excited to give mom the gift of coronavirus    mothersday  thankyoumom,fake
4600,a video shows that the united states armed forces have entered new york city as the precaution against riots which once happened during the blackout in 1977.,fake
5413,famous singer sharda sinha passes away due to coronavirus,fake
6188,italian pm said that the country has surrendered to the covid-19 pandemic,fake
5763,as india detected more  covid19 cases in mar-apr 2020 fake misleading claims around the pandemic rose. most common were communal rumours followed by false guidelines/notifications per   analysis.,fake
2002,government finalising strategy to blame you for coronavirus deaths,fake
2212,american coronavirus vaccine killed five ukrainians.,fake
5166,covid 19 : 'achha chalta hu' boy breathed his hast after singing a hindi song,fake
220,"thank you - extremely insightful. is there one or two trusted websites that you follow to provide a good summary &amp;  on covid? i follow   and he does a really good job. recent video touted importance of vitamin d and elderberry, among other things.",fake
1818,58% of coronavirus deaths in scotland are from care facilities.,fake
5998,says house speaker nancy pelosi deleted a video of her telling people to go to chinatown.,fake
6392,"ireland says that due to the coronavirus, anyone caught kissing the blarney stone will be arrested on th�    ireland",fake
469,neil diamond says he is altering the words to “sweet caroline” to help in the fight against covid-19    neilyoung,fake
1635,outbreaks in slaughter houses are due to false pcr tests - the pcr test can show positive results for coronaviruses of cattle or vaccines for cattle,fake
2586,sinclair broadcast group is delaying airing an interview with a conspiracy theorist who baselessly claims dr fauci created the coronavirus,fake
2366,"in italy, 232 children have died from covid-19",fake
1356,video of passengers infected with coronavirus on an ethiopian airlines flight from italy that reached addis ababa airport.,fake
4623,video of a person infected with coronavirus committing suicide in new york.,fake
4017,???the coronavirus has made it to mississippi and the lady that caught it wasn???t around nobody with it which means it is airborne. that means if the wind blows it your direction you???ll have it also.??�,fake
3195,the federal government fired 396 thousand public servants who received illegally the emergency covid-19 allowance.,fake
3319,image and statement from the prime minister of italy.,fake
2788,"in january, donald trump claimed the coronavirus was “totally under control.”

in february, he said it would disappear.

now, he’s saying it “could’ve been stopped pretty easily if we had known.”

donald trump knew. he failed to act. and now we’re paying the price.",fake
5556,nigella seeds contain hydroxychloroquine which when mixed with helps keep coronavirus away.,fake
4119,"senate majority leader mitch mcconnell in may 2020 claimed that ""clearly the obama administration did not leave to [the trump] administration any kind of game plan for"" pandemics.",fake
118,bill gates profits from vaccination and wants to reduce the world's population.,fake
4161,retracted: hydroxychloroquine or chloroquine with or without a macrolide for treatment of covid-19: a multinational registry analysis - the lancet,fake
6324,a covid-19 patient was caught by the police in the gorakhpur district in the state of uttar pradesh india.,fake
142,leaked report says there are 'too many humans' on the planet    globalwarming  coronavirus  conspiracy,fake
917,goodwill industries international has fired all its employees because of the coronavirus pandemic.,fake
5996,we fact-checked this false comparison of daily coronavirus deaths with other diseases and included our own graph comparing the international coronavirus death counts for two different days.,fake
4556,"the virus can be overcome by drinking hot water every 15 minutes avoiding cold drinks and ice cream going out in the sun to kill the virus and with the ""self-diagnostic guideline"" -- if you hold your breath for 10 seconds and then you do not cough you do not choke you do not feel any tension in the lungs you have no cystic fibrosis in the lungs and the situation is reversible.",fake
1528,covid-19 wins virus-tainted santa anita derby,fake
4906,a police officer in bihar’s bhagalpur central jail has tested positive for coronavirus.,fake
5958,a video shows a hospital guard who collapsed in a hospital in josé c. paz argentina,fake
889,people in italy have thrown all of their money on the roads outside saying that this money is useless to save them from death. if you are well off spend this for the service and help of the needy.lesson for humanity.,fake
1061,icmr study plots covid-19 peak around mid-november,fake
5613,"???we were slow with the testing, but very quick with the travel ban. and that's been much more critical in saving lives.??�",fake
5015,chicken crosses road: questioned for crow-ona virus violation    foghornleghorn  heneryhawk,fake
441,chinese not allowed in supermarket . it's started in australia...,fake
1629,"$100b contact tracing bill ???is about controlling/tracking population, not about coronavirus.??�",fake
4386,"says the chinese communist party ""will finally admit that the real source of the coronavirus is from ???a lab in wuhan??? linked to its covert biological weapon programs.""",fake
2926,the duck dynasty amusement theme park to shut down due to the coronavirus    louisiana  duckdynasty  philrobertson,fake
