tweet,label
"the israeli military confirmed its killing of paramedic razan najjar, saying its attack against a medical worker was meant to prove that it does not just kill journalists, but it targets all civilians and humanitarian workers equally.",satire
ethiopia’s war marked by ‘extreme brutality’ from all sides: un,real
بينيت: المنظمات الفلسطينية تستعمل الصور والمقالات لتحضير مواد متفجرة,satire
وزير الدفاع الأوكراني: لا نستبعد أن يكون سقوط صاروخ في بيلاروسيا استفزازا روسيا متعمدا,real
what fox  anchors said privately about trump’s election lies,satire
"immunity booster coronil kit if used to cure covid19, must be discontinued after how many days.
if used to boost immunity then when to discontinue?? please ask baba ramdev ji.",fake
man pretty sure other person in laundry room has been next-door neighbor for 12 years,satire
woman feels like she’s finally ready to start receiving unsolicited vulgar messages again,satire
sign up to have the majesty of america’s finest  source delivered straight to your inbox.,satire
"dps school charging 350 /= for these face masks from students . while in market its selling only 20 to 30 rupees , very unfortunate they should distribute these masks for students free of cost . and should not charge them during this pandamic .",fake
"our efforts in afghanistan were ""not in vain"": nato secretary general jens stoltenberg tells al jazeera. 

live  s:",real
بينيت: ما هزني ليس أن الأسرى شقوا الأرض بل أنها لم تبلعني,satire
أعلن مستشفى زرقاء اليمامة فجر اليوم عن ولادة طفل لم يعرف من يشبه لحظة خروجه من رحم أمه، ولا حتى بعد تفسير معالم وجهه عقب حمامه الأول. لمعرفة المزيد عن الطفل المعجزة، اقرأ المقال,satire
‘scores of casualties’ after twin blasts in somalia’s capital,real
india achieves a new milestone as coronavirus recoveries cross the 10 lakh mark. india reports a record 50000+ new infections—the highest till date taking the country’s total confirmed case count to 15.8 lakh. tamil nadu government extends lockdown till 31 august.  coronavirus,fake
israeli forces kill two palestinians in nablus raid,real
قادة الاتحاد الأوروبي يقررون منح البوسنة والهرسك صفة دولة مرشحة لعضوية الاتحاد,real
an audio clip suggests that the who has advised a lockdown.,fake
subscribe to our  letter for the latest from the most influential media empire human civilization has ever seen.,satire
a man impresses during first remote zoom meeting on bring your pet to work day    dogs  covid19  homeoffice  zoom,fake
وزير الخارجية الباكستاني للجزيرة: اللقاء بين الرئيس الصيني ونظيره الأمريكي أعطى أملا للناس,real
الإمارات تهدي  إسرائيل نقاط تفتيش جديدة لتصبح دولة تمييز عصري,satire
pakistan pm imran khan loses no-confidence vote,real
politically correct woman reluctantly admits that left kind of sucks right now    democrats  coronavirus  covid19,fake
high cost of child care forcing more toddlers to work their way through preschool,satire
are you losing sleep trying to think of ways to help us out? all you need to do is fill out this survey,satire
"russia to supply anti-covid avifavir to 17 countries.

based on the japanese drug favipiravir several countries developed covid drugs, like the japanese avigan and us/chinese remdesivir the russian avifavir.

post-registration clinical trials are complete.",fake
"says alexandria ocasio-cortez tweeted, ???it???s vital that governors maintain restrictions on businesses until after the november elections because economic recovery will help trump be re-elected. a few business closures or job losses is a small price to pay to be free from his presidency.  keepusclosed.??�",fake
longtime coffee shop employee thought customers would care more about his last day,satire
"congress approves 19th amendment (june 4, 1919): men in congress pass the women’s suffrage amendment after totally coming up with the whole idea on their own.",satire
تناول الثوم يوميا يقوى جهاز المناعة ويحمى الجسم من الفيروسات ... عليكم بتناول الثوم للوقاية من الفيروسات وخصوصا فيروس كورونا الوقاية خيرا من العلاج.. الله هو الشافي وهو علي كل شى قدير  كورونا_الصين,fake
cdc reports social distancing is working! people feeling more distant than ever    coronavirus  covid19  pandemic,fake
"كورونا_الصين                     عيون الظلام منذ 39 عاما وتحديد سنة 1981 تنبأ الكاتب والروائى الأمريكى دين كونتزبظهور فيروس كورونا "" فى مدينة ووهان الصينية وهو ما ظهر فى روايته ""عيون الظلام The Eyes of Darkness""  التى تطابقت أحداثها بشكل كبير مع الواقع الحالى",fake
italy’s football star gianluca vialli dies aged 58,real
مؤشر داو جونز يرتفع بنحو ٩٠٠ نقطة بعد اعلان ان لقاح تطوره شركة موديرنا لمكافحة فيروس كورونا يحقق تقدما.,fake
ابن سلمان يخزي  السعودية بين دول الخليج بلقائه  نتنياهو سرا وكأنه أمر معيب,satire
spacex crew member realizes he fired after being locked out of capsule,satire
"my god!

open admission of using covid 19 as bioweapon!!",fake
your non-denominational prayers have been answered. subscribe to our  letter for free.,satire
a video shows healthcare professionals in a hospital displaying hopeful message. the caption states the video was filmed at moinhos de vento hospital in porto alegre brazil and that they managed to cure all the covid-19 patients in their icu and were thus celebrating.,fake
"hydroxychloroquine ""cures covid-19"" but there is a conspiracy by biil gates and dr. fauci to ban it.",fake
انباء وتقارير صحفيه ايطاليه تتحدث عن اصابة  باولو ديبالا نجم يوفينتوس بفايروس  كورونا,fake
"strange, nightmarish incident results in man waking up as giant kafka",satire
_a video has been viewed thousands of times in facebook posts alongside a claim it shows a sri lankan doctor who invented a rapid test kit for the novel coronavirus which causes the disease covid-19._,fake
"trump could have saved valet, secretary from virus    donaldtrump  medicaldoctor  trumpcouldhavesavedvalet",fake
57 people died due to covid-19 deaths and 5731 people infected because of comedk exams in karnataka,fake
santa says gift deliveries to continue through april due to coronavirus restrictions,satire
أخيرا ولأول مره ،  منظمة_الصحة_العالمية تعلن خبر إيجابي وتبشر عن لقاح محتمل ضد فايروس  كورونا .. !,fake
"those coronavirus patients,,whose stomach is ok,, should be given coronil vati...
those patients,who have stomach problems should be given ghiya,tori,roti only.. and if stomach become ok,,then coronilvati..
allow me,to speak to doctors.
casualty willbe low..",fake
ex-angolan president dos santos dies at 79,real
"الشعب العراقي يطالب كتلة ""سائرون"" بتحديد اتجاه مسيرهم",satire
الأمين العام للاتحاد التونسي للشغل: أدعو للاستعداد لمعركة وطنية من أجل إنقاذ  تونس,real
"coronil ke bad v unki death ho gyi...so sad rip 
common people ke bare me govt se pucho propaganda godi media
91000 logo ki av tak death ho chuki h.kon resposible h?..propaganda godi media ke according to lagta h jamaat gathering hi hoga.baki gathering to corona bhagane me lage h",fake
الولايات_المتحده 1.7 مليون اصابه بالولايات المتحده ، عندي وصفه تخلصكم من الكورونا خلال ساعه باذن الله ، لقد خصصتم 2.2 ترليون لمكافحه الكورونا ، افتح حساب لي عندكم وحولهم لحسابي ومثلهم معم وادعوني لاحضر مع الوصفه لكي اسلمها لكبار علماء الطب تلفون 972522878900 ناجحه ١٠٠/١٠٠ .,fake
"after 16 hours of construction, the 1st building of huoshenshan hospital in  wuhan has completed on monday. the hospital is expected to be handed over to the military on feb 2 upon completion and put into use for  coronavirus patients",fake
dalai lama worried there’s nothing more to life than feeling deep connection with all existence,satire
كورونا    إلتقطت هذه الصورة صباح اليوم الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  عرطه..   ويايمني مايهزك شي,fake
الرئاسة الأوكرانية: زيلنسكي يزور باخموت على خط الجبهة شرقي البلاد,real
الكويتيين_البدون  - السلطات تصادر بضاعة شاب من البدون انتحل صفة عامل وافد لديه كفيل يستعبده  البدون_في_الكويت,satire
warm weather can stop coronavirus transmission! it’s summer in parts of india and coronavirus cases are still rising so now you know that this claim was 'false'. join our  mainbhi checker initiative and stay safe from fake  and misinformation.,fake
نوفاك: روسيا تعيد توجيه واردات الطاقة للأسواق الأخرى والأولوية ستكون لدول آسيا وإفريقيا وأمريكا اللاتينية,real
a photo making the rounds on social media claims to show people who have died from the coronavirus in italy.,fake
compassionate pete buttigieg cuts train’s brake lines so it can run free,satire
israel says ‘high possibility’ its army killed shireen abu akleh,real
a neighbor of noia (region of galicia spain) has been infected with the coronavirus.,fake
"james franco said, ""coronavirus kills 3,000 people and we lose our shit. obesity kills ~300,000 people annually and we come out with a new flavor of doritos.""",fake
58% of coronavirus deaths in scotland are from care facilities.,fake
لصوص يؤجلون السطو إلى حين غياب الضوء وتفكيك الكاميرات,satire
"when will  covid19 end?
data-driven prediction of covid-19 pandemic end dates by singapore univeristy of trchnology &amp; design.
   covid_19  covidー19  covid19pakistan",fake
جحصع3 - موعدنا غدا. سنعلن عن المواقع الصحفية المحظوظة الفائزة بالجائزة ونعرض نخبة من أردأ ما أنتجته الصحافة، احتفاء بمساهمة الصحفيين الفعالة في إنتاج البروباغندا ونشر الجهل وبث الكذب وتعميم التضليل وترسيخ الكراهية,satire
الأسد يعفو عن العسكريين الفارين ويمنحهم شرف قتل السوريين مجددا,satire
stingray loves when aquarium visitors squeal and recoil after touching it,satire
"مصادر تركية للجزيرة: الوفد الروسي أبلغنا موافقة ""قوات  سوريا الديمقراطية"" على المقترح شرط عدم حصول اجتياح تركي",real
russia accuses israel of supporting “neo-nazis” in ukraine as a row over moscow’s claim that hitler had jewish origins escalates. follow latest  s:,real
woman committed suicide due to the coronavirus lockdown.,fake
an image of the argentinian president alberto fernández with officials during the pandemic without masks and without respecting social distancing.,fake
japan’s ex-prime minister abe dies after being shot: report,real
sign up to have the majesty of america’s finest  source delivered straight to your inbox.,satire
"un, world leaders condemn us supreme court ruling on abortion.",real
"‘i’ve finally accepted that i’m perfectly imperfect’: george santos on learning to love himself, flaws and all",satire
scripps urgent care in san diego is on lockdown two people with the new coronavirus are isolated.,fake
"moscow’s goal is to ‘change’ ukraine’s government, nato chief says",real
canadian prime minister justin trudeau's wife in a hospital bed urging people to stay home to avoid ending up seriously ill with covid-19.,fake
"in a speech, khamenei said the presidential candidates approved by the guardian council were ideal for leading the country because he chose them himself.

 iranelection2021",satire
وزير الخارجية الأمريكي: بوتين وجه غضبه ونيرانه إلى المدنيين في أوكرانيا خلال الأسابيع الماضية,real
اصابة ولي عهد ايران محمد بن زايد بفيروس كورونا,fake
pete buttigieg under fire for using federal funds for gilded handcar,satire
rt   burkina faso’s president has been detained in an apparent military coup. soldiers had earlier carried out mutinies at severa…,real
rt   dear funny friends and not-so-funny friends but who understand humour please follow this excellent satirical  paper…,satire
الشرطة الصينية تقتل المصابين با  كورونا في حال عدم التجاوب معهم,fake
man not going to let mind games of ex-girlfriend’s natural moving-on process get in his head,satire
"day in the  office to catch up on  work  

 london computer cleaning keeps it equipment safe by disinfecting keyboards, mice, laptops and more from  bacteria,  germs and  viruses such as  covid19.

 business  coronavirus  safetyfirst  tech",fake
عالم بريطاني: فيروس كورونا سيبقى معنا إلى الأبد و لقاحات متكررة قد تكون الحل,fake
"un says 564 civilians killed in ukraine.

follow all the latest  s:",real
"آبي أحمد يهدد ""أي فعل عدائي من مصر والسودان وسأفتح سدادة نهر النيل""  سد_النهضة",satire
macron nostalgic for good old days in ceremony marking police massacre of algerian protesters,satire
النقاب والوضوء هم الواقي من فايرس كورونا سبحان الله يا الله وين الي يمنعون النقاب ظهر الحق النقاب ستر ووقايه  الاسلام دين الحق   كورونا_الصين,fake
$10 in free bets from draftkings too good for fan to pass up,satire
المباحثات الروسية الأوروبية تصل إلى طريق مسدود لعدم تمكن الأطراف من سماع بعضهم البعض,satire
deadly clashes and chaos in iraq after moqtada al-sadr quits. follow live  s here:,real
rt   killed al jazeera journalist shireen abu akleh was a pioneer for arab women in media. many have shared the impact she had on…,real
متحدث باسم القوات الجوية الأوكرانية: يخطئ الروس إذا اعتقدوا أن الحرب لن تمسهم في العمق,real
"""surgical and cotton masks are both ineffective when it comes to blocking droplets of the virus sars–cov-2 that may be generated when somebody coughs, according to investigators with the ulsan college of medicine, seoul, south korea.""",fake
"filthy, grease-covered boyfriend left to soak in kitchen sink for few hours",satire
man on vacation suddenly realizes no one feeding his hostages,satire
وسائل إعلام فرنسية: إصابة عدة أشخاص في عملية طعن بمحطة غارد دي نورد في باريس,real
"iran rockets hit kurdish party hq in iraq’s erbil, kill one",real
حسب مفهومي للمعلومه ان الفيروس كورونا يعيش في المناطق البارده اكثر  اما المناطق الحاره يستبعد منها لدرجة الحراره العاليه وهذا علاج الفيروس الاساسي اشعة الشمس هي القاتله للوباء,fake
pro-hezbollah bloc loses lebanese parliamentary majority,real
"-  إيطاليا تفقد السيطرة كليا عن إحتواء الفيروس  ورئيس الوزراء يقول باكيا :   "" إنتهت حلول الأرض ؛ الأمر متروك للسماء ""  إيطاليا   الكورونا   الحجر_الصحي   StayAtHome   StayAtHomeChallenge   StaySafe   StaySafeStayHome",fake
الخارجية الأمريكية: نشعر بخيبة أمل من المبادرة الفلسطينية لطلب رأي استشاري من محكمة العدل الدولية ضد إسرائيل,real
"far-right congresswoman marjorie taylor greene (r-ga) recently made headlines when she advocated for a “national divorce” of red and blue states. the onion asked conservatives why they support secession, and this is what they said.",satire
children among severely wounded trapped in ukraine’s chernihiv,real
allowance to teach child importance of parental dependence,satire
is he stupid? what am i saying? we know he’s stupid. a vaccine that has been rushed and not thoroughly checked out by science? i’d rather take lysol.,fake
i did read that people who have good levels of vitamin d had 98% less chance of severe covid. it’s worth supplementing.,fake
study shows coronavirus vaccine improves income and sexual performance and everything you’ve ever wanted and please just go get it,satire
"this dragon indulged in trying on costumes and funny hats while meeting other dragons and playing with ponies, in addition to writing poems in praise of a bigger dragon called mohammad bin zayed, who often bailed him out in time of crisis.",satire
the covid-19 death tool in são paulo (brazil) has been reviewed from 201 confirmed cases to only 26.,fake
البيت الأبيض تعليقا على الاحتجاجات في الصين: للمواطنين الحق في الاحتجاج السلمي ويجب عدم إعاقته أو التدخل فيه,real
"tiktok has announced it is suspending the posting of all video content from russia in order to keep its employees safe and comply with the country’s new regulations.

follow the latest  s:",real
the religious beliefs of some macedonian citizens are being used to create panic and misinformation about the new coronavirus by citing russian texts portraying it as the beginning of a worldwide catastrophe.,fake
بوتين: روسيا على عكس خصومها لا ترفض المفاوضات بشأن أوكرانيا وهي مستعدة للتفاوض مع جميع الأطراف,real
a photo that circulated on facebook showed japanese government officials bowing down to their frontliners who have been working during the covid-19 pandemic.,fake
"rt   president trump says in mosinee covid relief programs ""saved more than 1m wisconsin jobs and 87000 wisconsin business…",fake
رويترز: إدخال الرئيس البرازيلي السابق بولسونارو إلى المستشفى في الولايات المتحدة بعد معاناته من آلام في البطن,real
accession council declares king charles iii sovereign,real
eric trump placed in cpac lost and found,satire
there were more deaths on the roads of france in july than death from covid-19,fake
"according to m.f., maids are now considered essentials to the modern life of a liberated woman, “otherwise, it would be unrealistic to expect us to rise above the burdens that we endure as strong independent women” she said.",satire
outlets are misusing a boy’s image to report the same child died of covid-19 in three different countries.,fake
الإسرائيليون يختارون نتنياهو بطلا لمسابقة قتل الفلسطينيين,satire
"turkey-syria earthquakes live: three killed, hundreds injured",real
"serological survey for the month of august in  delhi begins today!!! remember — as per july’s survey of about 11,000 samples 1 in 4 delhiites (approx 24%) had antibodies of  coronavirus  covid19",fake
western media condemns invasion of white  ukraine and proposes a few coloured alternatives,satire
نيويورك عندي وصفه طبيعيه ناجحه ١٠٠/١٠٠ تقضي على الكورونا بالمهد، انا جاهز ان اسلمها لكبار علماء الطب لكي يفحصوها تلفون للاستفسار 972522878900 انا جاهز ان اعقد صفقه مع العالم كله لاخراجهم من الفيروس بالوصفه الطبيعيه ، مجربه على البشر وعلى الحيوان .,fake
الشرطة الألمانية: نحن على تواصل مع محتجز الرهائن في مدينة دريسدن,real
stepdad does his best to approximate loving hug,satire
"moscow says ukraine must lay down arms before talks can take place. 

follow the latest  s:",real
99% of all covid-19 patients in itaperuna rio de janeiro state have been cured after being treated with chloroquine.,fake
وزارة الدفاع الروسية: استهداف 3 مستودعات صواريخ وذخيرة للقوات الأوكرانية في منطقة زابوروجيا,real
pope apologises for ‘evil’ of canada’s residential schools,real
syria’s assad offers putin his backing. follow the latest  s:,real
وكالة يونهاب الكورية الجنوبية: كوريا الشمالية تطلق صاروخا باليستيا باتجاه البحر الشرقي,real
pakistani doctor osama riaz's last message for you (while taking his last breath).,fake
كل مئة عام وباء كبير !! سنة ١٧٢٠   الطاعون  ( ١٠٠ ألف قتيل ) سنة ١٨٢٠   الكوليرا   ( ١٠٠ ألف قتيل ) سنة ١٩٢٠ الإنفلونزا الإسبانية ( ١٠٠ مليون قتيل ) سنة ٢٠٢٠  كورونا   ( .... .... )والله اعلم  فيروس_كورونا_المستجد,fake
ميقاتي: دخول الوقود الإيراني انتهاك لسيادة لبنان.. ولو سمحت فولي التنك على الآخر,satire
industrial bleach being sold on amazon as 'miracle mineral solution' of covid-19,fake
"there’s a ‘camel library’ in ethiopia that has reached more than 22,000 children forced out of  school by  covid19.

education for all!
 monday  mondaymorning  mondayvibes  education",fake
خارطة انتشار فايرس  كورونا في  الصين الأحمر : موبوئة - البرتقالي : حالات خاصة الأصفر والمشمشي : حالات عامة - الأبيض : لا إصابات .... للعلم المناطق باللون الأبيض هي مناطق (المسلمين),fake
hospital la paz in madrid spain is requesting blankets for patients admitted to the hospital.,fake
▣مباشرة من البيت الابيض  لم ينتبهوا للكاميرا  مقطع مسرب لفريق عمل ترامب يتكلمون عن فيروس كورونا بأنه خدعة وبأن اللقاح موجود وانهم ملقحون ضده فلا داعي للبس الكمامات عندما لا يكون البث   ويخبر احدهم ان الوفيات مزورة وان الفيروس ضعيف جدا..  فضيحة_البيت_الابيض,fake
cdc issues dire warning that nick cannon is feeling horny,satire
موقع إسرائيلي : إصابة فيروس كورونا بمحمد بن زايد,fake
” عيون الظلام”..رواية أمريكية تنبأت بظهور كورونا فى ووهان الصينية من 39 عاما,fake
the governor of maine has ordered restaurant staff to wear dog cone-style face visors as a precautionary measure against covid-19.,fake
a large country-randomized controlled trial with 2.7 billion people shows that covid-19 patients treated with hydroxychloroquine have a 79.1% lower death rate,fake
biden says us and allies will end normal trade relations with russia,real
"a message asked people not to eat bakery food as it is not washable even if infected from the coronavirus, using a logo of the who.",fake
"president michel aoun said he is confident that the planned investigation into the akkar explosion that killed and injured dozens of people will satisfy all involved parties, as it will definitely lead to a deadend.",satire
"rt   world leaders address the  unga for a second day at the un headquarters in new york.

 follow our live blog for the latest…",real
الكثير من الصينيين يشاركون فديوهات عن انتشار الغربان فالصين وهذه واحده منها مع التعليق  مع الانتشار السريع لوباء الالتهاب الرئوي في ووهان ، تحلق العديد من مجموعات الغربان في هوبى وخنان وحتى تيانجين! كم من الناس سيموتون! !   كورونا_الصين,fake
woman surprised by how easy it is to get along with sister now that they’re adults who never see each other,satire
president trump has been forced to wear a protective medical mask    donaldtrump  coronavirus  cia  fbi  iud,fake
uk moves to ban hamas as ‘terrorist organisation’,real
new study finds hightailing it still most popular way outta here,satire
"the eu says it will ban russian state-controlled media outlets rt and sputnik for promoting ""systematic disinformation"" over russia’s invasion of ukraine.

follow our live-blog:",real
العثور على موضوعين يمكنك نقاشهما دون أن يصفك الرجال ب  النسوية المتطرفة شرط أن لا تتحدثي بهما أمامهم,satire
"rt   thread 

today marks the 52nd anniversary of  earthday 

in honour of mother earth, we share the story of how uk activists…",real
"growing evidence that skin rashes are a key feature of covid, present in around 9% of app users testing positive. in children they may be even more predictive, with a 1/6 of children experiencing a rash &amp; no other symptoms",fake
الدفاع الروسية: توجيه ضربات لأنظمة التحكم العسكري والمجمع الصناعي الدفاعي ومرافق الطاقة في أوكرانيا,real
"the new coronavirus created by china in a laboratory to ""kill 1% of its population"".",fake
a tiger in the bronx zoo tests positive for the coronavirus    coronavirus  tigers  bronxzoo  zoodirector,fake
"rt   have you voted today? 

our twitter account is up for two    help us win the audience vote.

vote for us here:…",real
the (corona)virus just isn't nearly as deadly as we thought it was.,fake
"darin lahood stated on may 1, 2020 in a tv interview",fake
السفيرة البريطانية في كييف: الهجوم الروسي على أوكرانيا اليوم يؤكد أن موسكو تريد إخضاع كييف وليس السلام,real
global coronavirus deaths exceed 800000,fake
rt    russia-ukraine war  s: march 22,real
اعتماد ٥٠ قتيلا فما فوق كعدد منطقي للحديث عن الأوضاع في اليمن,satire
death toll in wuhan due to coronavirus reaches 10000 people,fake
djokovic faces deportation after australia visa canceled again,real
وزير الدفاع الروسي: علاقتنا مع الحلفاء في بيلاروسيا تكتسب أهمية خاصة في مواجهة ضغوط الغرب غير المسبوقة,real
‘explosion targets’ mogadishu hotel used by somali officials,real
"السيسي_حقق_المستحيل_لمصر  وهو يدرك عدم إمكانية فرض إجراءات قانونية ضد الزيادة السكانية حاليا كون الرأي العام لن يتقبلها، لكنه سيستعمل ملف التعليم للضغط على الأهالي لحد النسل، وكل ما سألوه ""إيه أخبار التعليم"" يقول لهم ""وإيه أخبار تحديد النسل"".",satire
brazailian parliament went to a hospital that should take in covid19 patients and found it was empty.,fake
"a government spokesman said both american and chinese iterations of legos would be allowed for the purposes of paving roads and sidewalks, building manhole covers, as well as room partitions, roofs and pillars for buildings.",satire
نائب رئيس الوزراء الروسي: ندرس مع الصين تسوية المدفوعات دون استخدام نظام سويفت عبر فتح حسابات مصرفية متبادلة,real
vaccines to cure covid-19 are ready.,fake
"rt   ""this is not a conflict between two equal sides. we are occupied by israel.""

mustafa barghouti, leader of the palestinian n…",real
we will not allow this pandemic to rob our young people of the futures and the economic opportunities they have been working to build.,fake
new saudi arabia demands un recognition,satire
"the misogyny interwoven into our patriarchal society harms men, too",satire
الأزمة_الخليجية - السعودية تصرح أنها لن تسمح أن تعبر أجواءها طائرة قطرية واحدة قبل أن ترى موظفي قناة الجزيرة ال ٤٠٠٠ صاروا ٣٩٩٩,satire
- الغرغرة بماء دافئ وملح او  Betadine sore throat  يقتل جراثيم اللوزتين ويمنعها من التسرب الى الرئتين  اضافة الى شرب الماء بكثرة..  Unicef   كورونا,fake
big surge in new zealand. it's terrible. we don't want that.,fake
madagascar president andry rajoelina said that the world health organization (who) offered him $20 million to put toxins in their coronavirus remedy.,fake
لبنان تعلن انتهاء العام الدراسي بسبب انتشار مرض كورونا انا:,fake
us senate expected to vote to confirm ketanji brown jackson,real
avoid looking back on your deathbed and wishing you'd spent more time accumulating material possessions. carpe diem. shop the onion store today.,satire
رويترز عن وكالة يونهاب: كوريا الشمالية أطلقت صاروخا باليستيا باتجاه البحر شرقي شبه  الجزيرة الكورية,real
alabama taking steps toward using nitrogen as execution method    whatdoyouthink?,satire
kyiv says russian forces have struck dozens of civilian sites. follow our live-blog:,real
russian court gives brittney griner nine years on drugs charges,real
بس وصل ال  كورونا على لبنان رجع الحساب  بعد ٥ ايام حظر   سنموت_بعد_قليل  لا_داعي_للهلع,fake
الأمين العام للنيتو: إذا لم تنتصر أوكرانيا في الحرب كدولة ذات سيادة فإن عضويتها بالنيتو لن يكون لها معنى,real
"for more world-renowned reportage, subscribe to our  letter.",satire
three explosions heard near lviv: city council,real
   إعلام العدو : إصابة ولي عهد أبو ظبي محمد بن زايد بفيروس  كورونا     تابعوا البث المباشر لقناة المنار      موقع قناة المنار  لبنان,fake
بايدن: يمكن للطائرات الهبوط بأمان لكن لا يمكنها الإقلاع بسبب العطل التقني,real
erdogan and mbs sign counter-journalism agreement,satire
الخارجية الصينية: نعارض بشدة القيود التمييزية التي تفرضها دول تجاه المسافرين الصينيين وسنتخذ إجراءات مضادة,real
post covid-19 impact on dietary supplements personalized nutrition market revenue and growth ...,fake
every one of man’s priorities unrecognizable to grandfather,satire
ترامب: نحن في مراحل متقدمة بشأن التجارب على لقاح مضاد لفيروس  كورونا وسنعلن عن النتائج قريبا.,fake
مصرف سوريا المركزي يخفف عن المواطن عبء حمل أوراق نقدية كثيرة دون قيمة بطرح ورقة واحدة دون قيمة,satire
gargling with hot water cures coronavirus says a doctor from mumbai's covid-19 hospital.,fake
rt    russia-ukraine war  s: march 16,real
"“our founders, in their abundant wisdom, saw fit to restrain the commander-in-chief from benefiting the american people in any discernible way,” said chief justice john g. roberts.",satire
"""huge! results from  chloroquine study show 100% cure rate for patients infected with the coronavirus.""",fake
"ukrainian president appeals for ‘anti-war coalition’ as the country wakes up to the second day of russia's invasion. 

follow the latest  s:",real
college-aged female finds unlikely kindred spirit in audrey hepburn,satire
مباشرة من ⁧ البيت_الأبيض⁩ لم ينتبهوا للكاميرا مقطع مسرب لفريق عمل ترامب يتكلمون عن  ⁧ كورونا_فيروس⁩  بأنه خدعة وأن اللقاح موجود وأنهم ملقحون فلا داعي للبس الكمامات عندما لا يكون البث. ويخبر أحدهم أن الوفيات مزورة وأن الفيروس ضعيف جدا,fake
لقاح_كورونا - طمأنت منظمة الصحة العالمية كل من كريم وسماهر وماجدة وأم سعيد وأبو فؤاد، وجميع الأعضاء في مجموعة العائلة على واتس آب، الذين يخشون إجبارهم على أخذ لقاح فيروس كورونا أو دسه لهم في أكواب الشاي، طمأنتهم بأن الدول المنتجة والمصدرة للقاح لم تحسب حسابهم به أصلا,satire
hashd militias condemn assassination attempt against pm kadhimi and its failure,satire
"*the logic behind janta curfew* . as carona virus’ life at one place is
12 hrs and janta curfew is for 14 hrs so the places or points of 
public areas where carona may have survived will not be touched for 14 
hrs and this will break the chain .",fake
"“now people understand that life is finite and they may lose family, fathers, mothers, brothers, sisters and friends at any moment, and so they spend more time with them in anticipation of inevitable tragedy.”",satire
as india records over 50000 new infections in the sixth consecutive day the country’s total confirmed case count stands at 18.5 lakh. union minister dharmendra pradhan and former karnataka cm siddaramaiah have tested positive for the coronavirus infection.  coronavirus,fake
الرئيس البولندي: روسيا تؤدي دورا مدمرا في مولدوفا والبلقان,real
الاتفاق السياسي الإطاري في  السودان: إطلاق عملية شاملة تحقق العدالة الانتقالية,real
يهود في نيويورك عندهم جنازة طلب منهم البوليس عدم التجمع بسبب فايروس  كورونا ما انصاعوا للتعليمات لأنهم يعتقدون ان الفيروس ما يضرهم لأنهم أبناء الله اشتغلوا عليهم رشاشات ماء المطافي,fake
pakistan parliament begins voting on no-confidence motion against prime minister imran khan after speaker resigns,real
a whole floor of the main peruvian hospital is infected with covid-19 and they decided to close the place.,fake
postal service celebrates another awesome day of delivering mail,satire
timid man gets little rush out of curtly replying ‘k’ to landlord,satire
"the circular said these principles, which were developed in the hellenistic era, are no longer practical or desirable at this crucial moment in the nation’s history.",satire
now giving you the option to laugh at  from the arab world from a source funnier than anything provided by,satire
7-year-old apparently under impression everyone knows who the fuck aunt dee-dee is,satire
الخارجية الإيرانية: واشنطن والدول الغربية لها دور في أعمال الشغب في  إيران ولدينا معلومات دقيقة بشأن ذلك,real
"get the latest  s on human rights;
saudi arabia lifts ban on women dying without male guardian’s consent",satire
",""pope to un: use covid crisis to come out better, not worse",fake
alert: americans with coronavirus symptoms are being asked to cough directly onto president trump,fake
كورونا_لبنان  الكورون شاهد قبل حذفه فيديو لصدام حسين يتحدث عن فيروس كورونا عندما هددوه الأمريكان به في التسعينات..وقاعدين الوزرا عكراسي بلاستيك...!!! ا,fake
سفير الإمارات يطلب المغفرة لتقصير بلاده مع إسرائيل خلال الحرب الأخيرة على غزة,satire
مراسلة  الجزيرة: إصابة شابين فلسطينيين برصاص قوات الاحتلال الإسرائيلي في بلدة كفر دان غربي جنين,real
رويترز: قوات  سوريا الديمقراطية تعلن تعليق التنسيق والعمليات المشتركة مع التحالف الدولي بعد القصف التركي,real
الحمدلله الحمدلله الحمدلله منظمة الصحة العالمية أعلنت عن العلاج النهائي لڤايروس كورونا وهو شرب الماء بالعسل والليمون لمدة خمس ايام، اما اليوم السادس تشرب ماء باالليمون فقط، بيطلع لك الڤايروس يقولك وين العسل؟ قوله قاعد يقرأ التغريده ، ههههه يسعد صباحكم.,fake
عون: لو انتخبتم فريقي لاستخرجنا الغاز وبعناه وصرفنا أمواله ولم نبق للعدو الإسرائيلي منه شيئا,satire
وزير الخارجية الباكستاني للجزيرة: ورثنا من الحكومة السابقة بلدا منقسما واقتصادا منهارا,real
claim that disease outbreaks and pandemics correspond with election years.,fake
"“all i can say is while antiquated viral genomic sequencing techniques take between three to ten days in other countries, our very enhanced interrogation techniques allowed us to identify the variant in less than 48 hours of questioning,” he said.",satire
tanzania has developed a coronavirus drug called covidol that can cure covid-19.,fake
the japan meteorological agency has lifted its tsunami warning.,real
leader of aryan prison gang covered head to toe in dilbert tattoos,satire
the duck dynasty amusement theme park to shut down due to the coronavirus    louisiana  duckdynasty  philrobertson,fake
